,new_review
23,맛1 / 양2 / 배달1 / 맛있어요 양도 푸짐~~~~~
24,맛2 / 양2 / 배달2 / 배달도 빨리왔고 짜장면이 짜지도않고 면도 수타라 쫄깃하고 너무 맛있어요.신랑이 짜장면은 이 동네서최고라네요. 탕수육은 쫄깃한걸 좋아하는데 너무 바삭해요.바삭한거 좋아하시는 분들은 좋을듯요. 튀김옷도 많이 두껍고요.탕수육때문에 시킨건데 좀 아숩네요.하지만 짜장면이 맛있어서 좋아요.잘먹었습니다.감사합니다.
25,맛1 / 양2 / 배달2 / 앱 깔고 처음 시키는 건데 양이 진짜 많네용 그릇이 큰 그릇 두개에 나눠담아서 먹었어요 많이 파세욤😗
28,맛2 / 양2 / 배달2 / 첫주문이라 별 기대안하고 시켰는데..배달도 빠르고 맛있었어요.한끼 잘 먹었습니다.
29,맛2 / 양2 / 배달2 / 일주일에 한번은 시키는것 같아요…넘 맛있습니다~~☺️
30,맛2 / 양2 / 배달2 / 맛집 발견했어요 단골각^~^
31,맛2 / 양2 / 배달2 / 김피탕은 항상 여기서만 시킵니다 ㅎㅎ
32,맛2 / 양2 / 배달2 / 올만에 먹었는데 여전히 맛있어요~~
33,맛2 / 양2 / 배달2 / 처음 먹어봤는데 맛있게 잘 먹었어요 ~~
34,맛2 / 양2 / 배달2 / 김피탕 딘ㅁ자 맛있에여
35,맛2 / 양2 / 배달2 / 김피탕 첨 먹어보는데 충격이고 비주얼에 비해 넘 맛있네요 앞으로 자주 사먹을것 같아요☺️서비스도 맛있었어요 최고입니다👍🏻
36,맛2 / 양2 / 배달2 / 잘 먹었어요 김치맛좋아요
38,맛2 / 양2 / 배달2 / 김피탕은 역시 진리~~ 맛있어요!! 맛나게 잘먹었습니다~~
39,맛2 / 양2 / 배달2 / 잘 먹었습니다 ㅎㅎ
40,맛2 / 양1 / 배달2 / 배달 빠르게 왔구 맛있어요~
41,맛2 / 양2 / 배달2 / 감사합니다 맛있게 잘 먹었습니다
42,맛2 / 양2 / 배달2 / 맛있어요~~~~~~
43,맛2 / 양1 / 배달2 / 맛있게 잘 먹었습니다!
44,맛1 / 양0 / 배달0 / 배달 콜라를 * 흔들었는지 폭발하네요. 몇년만에 첨 있는 일이네요
45,"맛1 / 양2 / 배달2 / 양은괜찮은데 소스맛이 별로.,"
46,"맛0 / 양2 / 배달2 / 약 10회 가량 주문한 단골이라면 단골인데, 오늘 튀김이 너무 딱딱하네요. 부드러운 고기식감으로 즐겼었는데 다시 주문하기 꺼려질 정도입니다"
47,맛2 / 양2 / 배달2 / 가성비 훌륭합니다!
48,맛2 / 양2 / 배달2 / 너무맛있게잘먹었습니다
49,맛2 / 양2 / 배달2 / 탕수육 잘 먹었습니다~~
50,맛2 / 양2 / 배달2 / 김피탕 처음 먹어봤는데 맛있네용~^^
51,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다~~
52,맛2 / 양2 / 배달2 / 맛있습니다~~~양도 많고요
53,맛2 / 양2 / 배달2 / 잘먹었습니다~~~~
54,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~
56,맛2 / 양2 / 배달2 / 고기도 많고 배달도 빨라요.항상 맛있게 먹어요 ㅎㅎ
57,맛2 / 양2 / 배달2 / 금천점도 생겨서좋네요 샵인샵 화이팅
58,맛2 / 양2 / 배달2 / 심여 건식으로 이만한게 없습니다.
59,맛2 / 양2 / 배달2 / 배달 빠르고 소스가 4종류나 와서 좋아요
60,맛2 / 양2 / 배달2 / 엄청 맛있게 잘 먹었습니다 서비스 들도 감사합니다^^
61,맛2 / 양1 / 배달2 / 김치가 있어서 질리지않고 계속 들어가는 맛! 양은 거의 2인분이에여~
62,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다.
63,맛1 / 양1 / 배달2 / 맛있게 잘먹었습니다.나쁘지 않아요~^^
64,맛2 / 양2 / 배달2 / 맛있어요!!그리고 서비스로 주신 치즈볼 까지 :)잘먹을게요!!
65,맛2 / 양2 / 배달2 / 양념.매콤시켰는데 기본으로먹는게너무맛있어서 그냥먹는중양적어보였는데 전혀아니였음ㅋㅋㅋ 김피탕 한번경험있는데 최고네요
66,맛2 / 양2 / 배달2 / 김치 치즈 탕수육 실패할수없는조합...!
67,맛2 / 양2 / 배달2 / 넘나 맛있습니다 ㅎㅎ 고마워요
68,맛2 / 양2 / 배달2 / 맛있어요. 거리때문인지 식어와서 렌지 돌려먹었어요
69,맛1 / 양1 / 배달1 / 음 애매하네요 리뷰이벤트도 없고 맛도 그렇고
70,맛2 / 양2 / 배달2 / 고기양도 많고 냄새도 안나고 맛있어용^^
71,맛2 / 양2 / 배달2 / 진짜 맛있어요~~ 항상 잘 먹고 있습니다!
72,맛2 / 양2 / 배달2 / 맛있었어요 잘먹었습니다
73,맛2 / 양2 / 배달2 / 양도 많고 맛있어용
74,맛2 / 양2 / 배달2 / 처음 먹어봤는데 맛있는거 같기도 하고 아닌거 같기도하고 신기하네용 다음에는 그냥 탕수육도 먹어봐야겠어요!!+ 치즈볼 짱 마시씀👍👍
75,맛2 / 양2 / 배달2 / 김치탕 짱 맛나요냉면도 기대 안했는데 입맛에 맞네요탕수육 양에 쪼끔 더 많았으면 해요
76,맛2 / 양2 / 배달2 / 너무 맛있어요~~~~
77,맛2 / 양2 / 배달2 / 중국집 탕수육은 비교불가~~고기가 크고 실해요! 튀김옷은 아주 얇게 곁들인 정도? 추가 소스도 다양해요.한끼 든든하게 잘 먹었습니다~~
78,맛2 / 양2 / 배달2 / 좀마탱이이이이잉야야
79,맛2 / 양1 / 배달2 / 맛있게 잘 먹었습니다~
80,맛2 / 양2 / 배달2 / 항상 맛있게 잘 먹고 있습니다^^
81,맛2 / 양2 / 배달2 / 오랫만에 시켰는데 여전히 맛있고 좋아요
83,맛2 / 양2 / 배달2 / 첨 먹어보는데 맛있고 양도 푸짐합니다! 치즈볼 다음엔 추가해서 먹어야겠아요 넘넘 맛있더라구요
84,맛2 / 양2 / 배달2 / 맛있어요. 잘 먹었어요
85,맛2 / 양2 / 배달2 / 너무 맛있게 잘 먹었습니다~!
86,맛1 / 양0 / 배달0 / 맛은 있는데 생각보다 양이 많이 작아요 탕수육이요..
87,맛2 / 양2 / 배달2 / 엄청 맛있게 잘 먹었습니다^^ 맛있어요!!
88,맛2 / 양2 / 배달2 / 맛있는데 소스에 건디기가 너무 없어요 ㅜ
89,맛2 / 양2 / 배달2 / 너무 잘 먹었습니다 배달도 안내보다 10분 일찍 왔고 탕수육소스도 딱 소스만 있는거 좋아하는데  잡다한 야채 별로 없어서 치우기도 쉬웠고 맛도 있고 모든 면에서 만족스러웠네용~
90,맛2 / 양2 / 배달2 / 배달도 빨리오고 맛있어요!!
91,맛2 / 양2 / 배달2 / 배달빠르구 맛있어요!
92,맛2 / 양2 / 배달2 / 크림치즈볼 서비스도 주셨어요 잘먹었습니다
94,맛2 / 양2 / 배달2 / 추운날씨에 감사하게 잘받았습니다
95,맛0 / 양0 / 배달0 / 도착예정시간보다 30분 늦게도착음식다식었음돌려보내려다 배고파서 받음역시 치즈다굳고 맛없음
96,맛2 / 양2 / 배달2 / 항상 잘먹고있습니당
97,맛2 / 양2 / 배달2 / 탕수육은 바삭함인데 너무 눅눅해져서 왔어요.아마 배달문제일 듯 한데...  그외는 다 만족했습니다.
98,맛2 / 양2 / 배달2 / 잘 먹었습니다!!!!!!
99,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다.같이주신 치즈볼도 잘 먹었구요양이 되게많아요 밥이랑 먹어도 될듯 합니다양이 너무많이서 당분간 생각안나겠다 싶었는데리뷰쓸때되니 또 생각나네요 김치가 간이 좀 더 약해도 좋을 듯 해요
100,맛2 / 양2 / 배달2 / 맛잇어용!!!!!!
102,맛2 / 양2 / 배달2 / 탕수육도 맛있지만 아이들이 만두를 참좋아해요~~맛있습니다~오늘도 잘먹었습니다
103,맛2 / 양2 / 배달2 / 김치치즈탕수육 너무 맛이 있어요 치즈도 많고 딤치도 새콤달콤해요 치즈볼까지 서비스주셔서 넘 잘먹었습니다~
105,맛2 / 양2 / 배달2 / 엄청 배부르네요탕수육 먹고싶었는데 잘골랐어요
106,맛2 / 양2 / 배달2 / 매번 맛있게 먹어요 ㅎㅎ
107,맛2 / 양2 / 배달2 / 김치치즈탕수육 맛있다고 말만들어보다 먹어보고 싶은데 우리집은 배달오는데가 없어서 엄마네집와서 시켜먹었어요 고기냄새도 안나고 튀긴고기랑 치즈랑 김치가 왜이렇게 잘어울리고 맛있나요!
108,맛2 / 양2 / 배달2 / 탕수육생각날때 항상시키는곳.진짜맛있습니다.서비스로 치즈볼감사합니다
109,맛2 / 양2 / 배달2 / 늘 맛있게 잘먹고있어요~~ 요청사항도 들어주셔서 감사합니다~~
111,맛2 / 양2 / 배달2 / 맛있어요배달도빠르고 잘먹었습니다
112,맛2 / 양2 / 배달2 / 처음먹어보는데 고기는 두툼 튀김옷은 얇아서 너무 좋았슴다배달도 빠르게 와주셔서 맛있게 잘 먹었습니다🥰
113,맛2 / 양1 / 배달2 / 맛있게 잘먹었습니다
114,맛2 / 양2 / 배달1 / 와 처음먹어보는 매뉴인데 생각한것보 너무맛있어요. 대박!
115,맛1 / 양1 / 배달1 / 맛있게 먹었어요 기름지지 않아서 좋네요
116,맛2 / 양2 / 배달2 / 잘먹었습니다!!!!
117,맛2 / 양2 / 배달2 / 맛있쪄 고기튀김고기튀김
118,맛2 / 양2 / 배달2 / 역시 바삭바삭 맛있어요~!!
119,맛2 / 양2 / 배달2 / 5글자 평그냥맛있다
120,맛1 / 양1 / 배달1 / 탕수육이 보통 뻣뻣한감이 있는데 여긴 부드럽네요 맛있어요 잡내 안나고 ~!! 소스가 쪼금 어울리는 맛이 아닌거 같아 아쉬워요 치즈볼 감사해요^^ 다음에 또 먹겠습니다
121,맛2 / 양2 / 배달2 / 기대했던 맛이에요 양이 정말 많아요
122,맛2 / 양2 / 배달2 / 맛있게 잘 먹겠습니다
123,맛2 / 양2 / 배달2 / 처음 먹어봤는데 맛있게 잘 먹었습니다
124,맛2 / 양2 / 배달2 / 이걸 말해서 모하나...먹어보면 알것을...
125,맛2 / 양2 / 배달2 / 올만인데 맛있어용
126,맛2 / 양1 / 배달2 / 양이 살짝 아주 살짝 아쉽긴한데맛있어요!!
127,맛2 / 양2 / 배달2 / 정말 맛있게 먹었습니다.
128,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요.
129,맛2 / 양1 / 배달2 / 탕수육 소스 맛있네요!! 서비스로 주신 치즈볼도 맛나요!!!양은 살짝 조금만 더 많았으면 하는 바람이..그래더 추천합니다!!
130,맛2 / 양2 / 배달2 / 무난하게 맛있게 먹기 가능
131,맛2 / 양2 / 배달2 / 탕수육은 여기가 제일 맛있는듯
132,맛2 / 양2 / 배달2 / 치즈가 살짝 덜녹아 굳어있어서 좀 아쉬웠어요.그래도 맛있었어요.
133,맛1 / 양1 / 배달1 / 생각보다 괜찮아요.생각날때마다 주문 할것 같아요
134,맛2 / 양2 / 배달2 / 탕수 안에 동근 동글동글한 차즈볼도 맛나도탕수 소스도 독특하고 매력어요^^맛나서 순삭 했내용~잘먹었습니다~*
135,맛1 / 양1 / 배달1 / 양도 많고 맛있어요~
136,맛2 / 양2 / 배달2 / 맛있어서 자주 시켜먹어요.
137,맛2 / 양2 / 배달2 / 주문하면 이 콜라를 주는데 콜라안먹지만 쿠폰처럼 모으는중벌써 이사오고 4번 시켰다는소리레몬소스가 제일 맛있음
138,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다_~신박한 조합이내요!!
139,맛1 / 양0 / 배달0 / 양이 너무 적네요....
140,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도 좋습니다^^  사진은 허겁지겁 먹느라 까먹었네요 죄송합니다^^;
141,맛2 / 양2 / 배달2 / 오랜간만에 배달시켰는데 진짜 맛있습니다.사업 번창하시기를 바래요~~~
142,맛2 / 양2 / 배달2 / 고기가 질도좋고 양도많아요.맛있어요~~
143,맛2 / 양2 / 배달2 / 오랜만에 시켰는데 맛있게 잘 먹었습니다~
144,맛2 / 양2 / 배달2 / 말로만 듣던 김피탕 첨 먹었는데 너무 맛있어요깜빡하고 사진 못찍었는데 서비스로 치즈볼이랑 콜라도 주셔서 감사합니다~!~! 또 시켜먹을게요~~
145,맛2 / 양2 / 배달2 / 맛잇게 잘 먹었습니다
146,맛0 / 양1 / 배달2 / 첫째  고기에  비린내가 너무 심하고  고기에 탄성이 없습니다. . 그리고 한번밖에 안튀겨   튀김옷이  바삭하지읺고 눅눅하며  너무 얇네요.   소스는  일반적인 소스가 아니라  인도발냄새같은  향신료 맛이 나 너무 비위에  안맞네요.   별점 5개 주신 분들은  다른나라 사람들인가요?  이해가 안갑니다.
147,맛2 / 양2 / 배달2 / 아닠ㅋㅋㅋㅋ 너무 맛있는데욬ㅋㅋㅋ 미챴다
148,맛2 / 양1 / 배달2 / 맛있어요 굿굿 소스가 맛있어요
149,맛2 / 양2 / 배달2 / 주문할 때마다 만족스러운 맛이네요만두도 맛나요!!
150,맛0 / 양0 / 배달2 / 아니 요청사항도 안보고 보낼거면 도대체 왜 쓰라고 한거죠? 거참
151,맛2 / 양2 / 배달2 / 처음 먹어봤는데 소스가 맛있네요
152,맛0 / 양0 / 배달1 / 탕수육 전문점 아닌가요  중국집 탕수육 시킬껄  양도 적고  고기도 오래된건지 돼지비린맛나고 치킨도 아니고  탕수육 도 아니고  아무리 그래도  냉면은 냉명용기쓰셔야 하는거 아닌지...이런걸 3만원에..  이렇게 장사하시면 장사가 되실지
153,맛2 / 양2 / 배달2 / 고기비율이 높아서 맛있어요 ㅎ치즈볼 서비스주신건 먹고나서 사진찍었네요맛있게잘먹었어요 ㅎㅎ
154,맛2 / 양2 / 배달2 / 고기비율이 정말 많고 맛있어요 ㅎㅎ
155,맛2 / 양2 / 배달2 / 제 인샐 탕수육 그리고 치즈볼도 여기가 👍♡
156,맛2 / 양2 / 배달2 / 너무 좋아요 항상 맛있게 먹어요
157,맛2 / 양2 / 배달2 / 너무 맛있게 잘 먹었어요~ 배달도 엄청 빨리 왔고~ 고기가 두툼해서 너무 좋아요
158,맛2 / 양2 / 배달2 / 맛있고 양많고 배달 완전빠르고 굿이네요 다음에는 간장도 먹어봐야겠어요
159,맛2 / 양2 / 배달2 / 여기 맛잇룸 ㅠㅠ 얌얌
160,맛2 / 양2 / 배달2 / 처음 시켜먹어보는데 ~ 너무 맛있어요!! 서비스 주신 콜라와 치즈볼도 감사히 잘 먹었습니다!^^ 번창하세요!!
161,맛2 / 양2 / 배달2 / 살코기가 두툼하고 너무 맛있어요!!!치즈볼도 두개나 서비스로 주시고 너무 감사합니다진짜 맛있게 잘먹었어요!!!!!
162,맛1 / 양1 / 배달1 / 맛있어요 ㅎㅎ 배송은 좀만 더 빨랐으면 좋겠어요
163,맛0 / 양0 / 배달2 / 어떻게 이럴 수있죠?떡볶이가 떡볶이 맛이 아니에요.탕수육?이 대표메뉴 아닌가요?고기도 바삭하지 않고 이거 머라 설명하기 애매한 두 메뉴네요. 늦은밤 배고픈데 맥주로 배 채우네요!
164,맛2 / 양2 / 배달2 / 치즈볼은 서비스인가봐요? ㅎㅎ 잘먹었어요고기가 정말 두꺼워서 너무맛있어요
165,맛2 / 양2 / 배달2 / 여기 김피탕은 진짜 최고에여ㅠ
166,맛2 / 양2 / 배달2 / 탕수육은 정망 여기가 최고입니다
169,"맛2 / 양2 / 배달2 / 맛있음. 여태 먹어본 중 최고는 아니지만 그래도 상당히 맛있는 편에 속한다고 생각함. 지역에서 유명한 맛집이랑 뭔가 한끗차이가 나는거같은데, 뭐가 차이나는지 정확히는 나도 잘 모르겠음. 지금도 괜찮긴 하지만 뭔가를 살짝 더 채우면 더 좋을거같다는 느낌?"
170,맛2 / 양2 / 배달2 / 아이고 리뷰가늦었네요 치즈볼 서비스너무감사하고 맛도좋아요 담에도 또시켜먹을께요 고마워요
171,맛2 / 양2 / 배달2 / 탕수육은 항상 여기서 시켜요 잘 먹었어요
172,맛2 / 양2 / 배달2 / 오늘은 치즈볼도 2개나 넘 감사해요
173,맛2 / 양1 / 배달2 / 맛있네요 고기 굿굿 또 시켜먹을게요
174,맛1 / 양1 / 배달2 / 스위트칠리로 만든 치즈탕수육 같아용김치 있어서 좀 덜 느끼한? 느낌이에요!!고기에서 조금 냄새가 나기도 했지만 치즈볼도 감사히 잘 먹었습니다~
175,맛2 / 양2 / 배달2 / 김치치즈탕수육 존맛
176,맛2 / 양2 / 배달2 / ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ
177,맛2 / 양2 / 배달2 / 잊을만하면 생각나는맛입니다
178,맛2 / 양2 / 배달2 / 늘 맛있게 먹고 있어요:)
179,맛2 / 양2 / 배달2 / 치즈볼 섭스까지 구웃
181,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다!
182,맛2 / 양2 / 배달2 / 진심레알존맛탱 친한언니랑신나게먹었는데 남편한테도시켜줘야될것같아요 혼자맛있는거먹어서미안할정도ㅠ맛있오
183,맛1 / 양1 / 배달1 / 먹을만해요 양좀만더많음 좋겠어요
184,맛2 / 양1 / 배달1 / 고기는 맛나네요소고기탕슉인건 함정 !!!맛집소문듣고 시켜봤는데 첨엔 치킨온줄알고 놀랐지만 닭강정같은 탕슉 !!  맛나요 추천합니다.양은 순살 치킨한마리 정도 ??
185,맛2 / 양2 / 배달2 / 사장님 냉면시켰는데 겨자소스 하단에 있는게 제조일자인가요 유통기한인가여? 탕수육은 겁나맛있더라구여..
186,맛2 / 양2 / 배달2 / 참 맛있습니다 감사합니다
187,맛2 / 양2 / 배달2 / 소짜인데 배가 터질거같다..
188,맛2 / 양2 / 배달2 / 튀김옷보다 고기가 엄청많아요소스도 뭔가 좀 다르고 존맛이었음
189,맛2 / 양2 / 배달2 / 정말로  맛있어요 !
190,맛1 / 양1 / 배달1 / 맛있게 잘 먹었어요
191,맛2 / 양2 / 배달2 / 살코기도 엄청 크게 많이 들어있고 근래 먹어본 탕수육 중에 최고네요치즈볼도 서비스로 주셨네요 너무 감사히 잘먹었습니다~
192,맛2 / 양1 / 배달2 / 오랫만에 먹었는데맛있어요~~ 서비스로주신 치즈볼도 넘맛있었어요양이조금만더 많음 좋겠어요
193,맛2 / 양2 / 배달2 / 오늘 첨먹어봤는데 한번씩 생각날것같은 맛..ㅜㅠ 서비스로쥬신 찹쌀볼?두 잘먹었습니당ㅎㅎ
194,"맛2 / 양2 / 배달2 / 사진은없지만.,배달 시켜먹으면서 리뷰 처음 으로 작성해봅니다..극찬하고싶네요...탕수육이 거기서거기겠지 하고시켰는데...너무맛있네요"
195,맛2 / 양1 / 배달2 / 맛좋습니다! 양 대비 가격이 약간 비싸게 느껴지지만 그래도 시켜먹을 가치는 충분히 있습니다! 음료값이 오백원만 저렴해지면 좋을거같습니다
196,맛2 / 양2 / 배달2 / 냄새 안나고 두툼하고 맛있어요
197,맛2 / 양2 / 배달2 / 탕수육 여기서 먹고 다른중굴집 못시키자나 돈맛
198,맛2 / 양2 / 배달2 / 존맛탱구리 ㅠㅠ 리얼 맛잇습니다
199,맛2 / 양2 / 배달2 / 항상 맛있게 먹고 있어요~서비스 치즈볼도 맛있네요:)
200,"맛2 / 양2 / 배달2 / 맛있어요, 김치는 뭐든지 잘 어울려요..."
201,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 서비스도👍
202,맛2 / 양1 / 배달0 / 벨 누르지 말라고 그렇게 강조했는데 누르시면 어떡합니까..
203,맛2 / 양2 / 배달2 / 맛있는데 탕수육소스가 쫌만 더 들어있으면 좋겠어요 ㅎㅎ
204,맛2 / 양1 / 배달0 / 박스가 젖었고 박스가 훼손되어있었습니다.다먹은 뒤찍은거긴 한데 딱저상태... 맛은 좋았어요 광명이 더맛이좋네요 금천쪽은 고기비린내가 심할때가있어요
205,맛2 / 양1 / 배달2 / 맛있게 잘 먹었습니다.
207,맛2 / 양1 / 배달1 / 사진이 너무 못나왔네요ㅠㅠ 너무 맛있어용 고기도 큼직큼직하구욥 치즈도 많아용~ 추천합니당~ㅋㅋ
208,맛2 / 양2 / 배달2 / 언제 먹어도 맛있어요ㅎ
209,맛2 / 양2 / 배달2 / 직접 배달 하시는지 우선 배달이 매우 친절하십니다. 배달 시킬때마다 대행업체분들이 문 두드리고 가셔서 애기가 자다가 깨서 못먹고 그랬는데..음식도 맛있습니다. 튀김도 좋고 고기도 두툼. 김치도 맛나요. 원래 있던 (2년전쯤?) 김피탕이 없어져서 아쉬웠는데 이제 여기서만!!!!!^^
210,맛2 / 양2 / 배달2 / 브라더 탕수욱 넘넘 맛잇어요 ㅠㅠ 이번주에 또 시킬께요 반함요 ㅠㅠ
211,맛2 / 양2 / 배달2 / 오.....처음먹어보는건데 왜케 맛있죠.....?서비스도 주시고 ㅠㅠ잘먹었습니다!!!
212,맛2 / 양2 / 배달2 / 예측한것과 달랐지만 색다른 식감과 맛 매우 좋고 치즈볼 콜라는 기대안했는데 너무좋습니다 김치와 탕수육 식감이 잘 살아있어 좋지만 다음엔 치즈와 소스가 조금 더 있으면 하네요 매우 잘 먹었습니다
213,"맛0 / 양2 / 배달2 / 추천,맛 평가도 고객의 입맛임. 매장망하라고 올린글 아님이매장 두번째 주문임.. 그때도 아이러니 했는데.. 이번에도 아이러니한..?! 아이디어는 좋은데.. 그닥.. 고기는 돼지 등심을 쓰면서 그외것들음 모두다 치킨과 관련된..?! 고기만 탕수육 재료..?! 반죽도 닭튀길때 반죽임고기를 씹는데.. 왜 치킨향이 나는지 ㅋ내가지금순살치킨을 주문한건지 싶은?! 맛이네요 글고 주는 서비스소스,무도 치킨과 관련된것들이니.. 탕수육으로 팔꺼면 단무지를 줘요! 글고..김치탕수육은 리뷰에비해 맛이 확실히 떨어짐! 이걸 먹을바엔 일반탕수육먹지"
214,맛2 / 양2 / 배달2 / 배달 엄청 빨리왔네요 다른집 탕수육이랑 다르게 튀김옷만 많은게 아니라 고기도 투텁고 엄청 부드럽네요
215,맛2 / 양2 / 배달2 / 진짜 맛도 양도 배달속도도 모두 만족이에요ㅜㅜ모든방면으로 찐맛집
216,맛2 / 양2 / 배달2 / 진짜 기가막히게 맛있네용! 잘먹었어요~~
217,맛2 / 양1 / 배달2 / 와우 굿굿 처음 먹어 봤는데 굿굿
218,맛0 / 양1 / 배달1 / 그냥저냥~~딱히 다시시켜먹구싶은생각은없음~~~
219,맛1 / 양1 / 배달1 / 맛있어요.치즈가 좀 더 많으면 좋겠습니다
220,맛2 / 양1 / 배달2 / 김치탕수육 맛나게먹고 이번엔 반반 시켜봤는데 역쉬나 맛나네요 근데 양이 조금 적은거같아용~~ 고기냄새도 안나고 맛있어요 굿굿
221,맛2 / 양1 / 배달2 / 많은 분들이 느끼셨다시피 양이 쪼~~금 아쉬워요. 그런데 맛이 매우 좋아요~^^ 저희는 둘이 먹는데 중자는 딱 2인분 양이라는 댓글 보고 대자로 먹습니다 ㅋㅋㅋ
223,맛2 / 양2 / 배달2 / 김치가 좀더 익었으면 더욱 맛있을것같아요! 양도 많고 맛있습니다
224,맛2 / 양1 / 배달2 / 사진은 못찍었는데 맛나네요중국집 탕수육하고 확실히 다르네요 강추
225,맛1 / 양1 / 배달1 / 솔직히  맛이  맛있진 않아요  김치치즈탕수육이  훨~~맛나요  깐풍소스는 칠리 소스맛이나서  그냥 집에서 먹는  일반적인  맛인거  같고 레몬 소스는 약간 부족한 맛이 나네요
226,맛1 / 양1 / 배달2 / 맛잇어용 처음 먹어봤는뎅ㅋㅋ 다만 양이 딱 2인분정도 되는것같네용 그리 많지는 않아요~! 그래두 다시시킬 의향은 있어요!
227,맛2 / 양2 / 배달2 / 맛좋음고기가 아주 두툼
228,맛2 / 양2 / 배달2 / 브라보 브라보 마이라이크 탕수육
229,맛1 / 양2 / 배달2 / 처음엔 맛있었는데 고기가 퍽퍽하고 마른 느낌이나네요그래도 잘 먹었습니다
230,맛2 / 양2 / 배달2 / 고기 두툼하고 맛있습니다
231,맛2 / 양1 / 배달2 / 너무 맛있어서인지 양이 적은거 같아요 ㅠ.ㅠ
232,맛2 / 양2 / 배달2 / 양도 적당! 김치치즈탕수육 맛있었어요!!
233,맛2 / 양2 / 배달2 / 이틀 연속으로 먹어도 맛있어요😀
