,new_review
45,맛2 / 양2 / 배달2 / 초밥도 맛잇구 소바도 맛잇엇어용
47,맛2 / 양2 / 배달2 / 주위에 캘리포니아롤 파는데가 없어서 배달시킨건데 성공했네요ㅎㅎㅎ 단골될꺼 같습니다!!!!
48,맛2 / 양2 / 배달2 / 배달빠르고 맛있네요 ㅎㅎ
49,맛2 / 양2 / 배달2 / 덮밥에 회도 많고 맛있게 잘먹었습니다
50,맛2 / 양2 / 배달2 / 또 생각나서 또 시켜 먹었어요! 서울 이사 온 후로 초밥은 여기서만 먹고 있네요~ 미니 냉모밀도 시원하니 최고입니다!
51,맛2 / 양2 / 배달2 / 밥이좀 짜긴해요 ㅠ잘먹었습니다
52,맛2 / 양2 / 배달2 / 잘 먹을게요.
55,맛2 / 양2 / 배달2 / 야근으로 늦은 퇴근에 심지어 집에 와서도 남은 잔업을 처리하며 텅 빈 냉장고를 발견해 슬픈 밤에 최근 본  속 초밥이 생각나 독산에서 제일 맛있다는 이름도 “초밥가게”에서 주문을 했는데 정말 최근 먹어본 초밥 중에 제일이네요 감동입니다 덕분에 고달픈 하루를 위안 받았습니다
56,맛2 / 양2 / 배달2 / 맛있게잘먹었습니다
57,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다리뷰서비스 감사합니다
59,맛2 / 양2 / 배달2 / #식후감맛있게 잘 먹었습니다.
61,맛2 / 양2 / 배달2 / 배달 너무 빠르게 보내주셔서 감사하구요 배고파서 급하게 먹느라 사진을 못 찍었어요 ㅠ 롤에 반모밀 먹었는데 둘다 너무 맛있었어요 냉모밀 원샷ㅋㅋ롤속도 꽉차있어요 담백하고 맛있어요 잘 먹었습니다 ^^
62,맛2 / 양2 / 배달2 / 초밥도 모밀도 너무 맛있어요
63,맛2 / 양2 / 배달2 / 맛있어요 맛있네요 맛있다
65,맛2 / 양2 / 배달2 / 캘리포니아롤 꽉찬거보세요.. 정말 맛있어요ㅠㅠ
66,맛2 / 양2 / 배달2 / 초밥 신선하고 맛있네요 자주 시켜먹겠습니다
67,맛2 / 양2 / 배달2 / ㅎㅎㅎㅎㅎ 연어알 파는 집 드문데 오랜만에 맛있게먹었습이다
70,맛2 / 양1 / 배달2 / 엄마가 코로나로 자가격리중이셔서 배달시켜 드렸는데 너무 맛있으시다고 좋아 하셨어요.
71,맛2 / 양2 / 배달2 / 가게에서 먹을때와 차이가 없어서 좋았어요 맛있게 잘 먹었습니다
72,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어용
75,맛2 / 양2 / 배달2 / 초밥 여기서만 먹어야겠어요 구성이 엄청 알차요
76,맛2 / 양2 / 배달2 / 너무 맛있게 잘먹었어요 ㅎㅎ
78,맛2 / 양2 / 배달2 / 초밥 구성이 좋네요근데 밥양이 좀 적어서 아쉬워요! 그래도 맛있어요
80,맛2 / 양2 / 배달2 / 맛있어요 잘먹었습니다 감사합니다
84,맛2 / 양2 / 배달2 / 좋아요
85,맛2 / 양2 / 배달2 / 양도 푸짐하고 신선하고 맛있어요~
89,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있게 잘먹었습니다~
91,맛2 / 양2 / 배달2 / 초밥들이 다 너무 맛있어요!
93,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요~
95,맛2 / 양2 / 배달2 / 냉모밀 면발 쫄깃하고 국물 너무 시원해요 남김없이 싹 맛있게 먹었어요 롤도 맛있구요 너무 잘 먹었습니다!^^
97,맛2 / 양2 / 배달2 / 배달 왕 빨리 왔구 회덮밥 푸짐해요! 초밥두 맛있었습니다 요구르트까지 굿굿
100,맛2 / 양2 / 배달2 / 잘 먹었습니다. 담에 또 주문하려구요!
101,맛2 / 양2 / 배달2 / 잘 먹었습니다 사업 번창하시길 바래요
102,맛2 / 양2 / 배달2 / 양도 많고 아주 잘먹었어요♡♡또 시켜먹을거에요!
104,맛2 / 양2 / 배달2 / 배달빠르고 완전맛있어요
105,맛2 / 양2 / 배달2 / 포장 꼼꼼하게 해주시고 너무 맛있었어요!!!서비스도 너무 감사히 잘 먹었어요요쿠르트 센스도 감사합니다^^자주 시켜먹을게요^^
106,맛2 / 양2 / 배달2 / 배송 엄청 빠르게 해주셨어요 감사해요^^그래서 모밀면더 탱글탱글 한 거 같아요 롤은 오늘도 너무 신선하고 맛있고요!! 모밀사진은 실물보다 별루인데 진짜 국물 시원하고 맛있어요 냉모밀 정말 강추합니다 잘 먹었습니다^^
108,맛2 / 양2 / 배달2 / 맛있어요👍🏻👍🏻👍🏻
110,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다
111,맛1 / 양1 / 배달1 / 배달 빠르고 맛 괜찮았습니다~
112,맛2 / 양2 / 배달2 / 우동은 저희집 그릇에 담은거에요. 우동도 적당히 먹고싶을때 반우동이 있어서 선택하기 너무 좋습니다. 서비스도 잘먹었습니다.
115,맛2 / 양2 / 배달2 / 재료가 풍성하고 너무 신선해요 한 입가득 맛었어서 계속 먹게되네요 롤 너무 강추해요 짱맛!!♡♡♡
117,맛2 / 양2 / 배달2 / 예상시간보다 빨리왔네요^^롤 정말 푸짐하고~ 고로케 강추합니다 ㅎㅎ 맛있어요..우동도 뜨끈하게 배달와서 맛있게 잘먹었고리뷰이벤트로 맛본 초밥도 최고에요!!담에 초밥 시켜먹어보려구요
118,"맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~~~~~~!!!!고로케도 맛있고, 리뷰서비스 초밥도 맛나고, 초밥도 맛나요~~"
119,맛2 / 양2 / 배달2 / 잘먹었습니다. 메리크리스마스~
123,"맛2 / 양2 / 배달2 / 진짜 동네 초밥 맛집 하나 찾은 것 같아서 정말 좋습니다.너무 두꺼운 회는 싫고, 그렇다고 얇은 것도 싫은데 여기 딱 적당하고 맛있어요.. 진짜 그리고 요청드린 부분도 엄청 잘 지켜주시고, 배달도 빠르고 !!! (그렇다고 초밥 망가져있지 않음)빨리 오셔서 점심시간 지켜냈습니다.. 재택하는 동안 자주 사먹을 것 같아요 무조건 추천합니다저 진짜 리뷰 이렇게 길게 써본거 처음인데 진짜 추천해요다음에도 또 시켜먹을게요 감사합니다 (사진에 속지마세요 제가 못찍어서 그렇지 맛있습니다)#식후감"
128,맛2 / 양2 / 배달2 / 스시도 신선하고 맛있지만 롤이 정말 맛있어요 야채 듬쁙 게살도 많고 갓튀긴 고소한 새우투김에 말은 롤이라니♡♡ 너무 맛있게 먹었어요!!
129,맛2 / 양2 / 배달2 / 맛나요~~~! 입에서 녹아요!!
130,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다!!!
132,맛2 / 양2 / 배달2 / 초밥 구성이 너무 좋은 것 같아요!매번 다른 곳에서 시켜먹다가 이번에 이곳에서시켰는데 이곳도 정말 괜찮네요~맛있게 잘먹었습니다 감사합니다:)
133,맛2 / 양2 / 배달2 / 초밥이야 원래 신선하고 맛있었구요 연어롤을 처음 주문했는데 와우 넘나 맛나요 양도 많구요!! 롤사진은 찍었다가 실물보다 못해서 안올렸어요 넘 잘먹었습니다!^^
134,맛1 / 양1 / 배달2 / 맛이 깔끔해서   좋네요      근데   초밥은  그닥 신선하지  않았어요
136,맛2 / 양2 / 배달2 / 빠르게 잘 받았고 맛있었습니다.
137,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니당
138,맛2 / 양2 / 배달2 / 배달도 빠르게 해 주시고 친절하세요 맛있게 먹어서 가게 상호를 다시 봤는데 그냥 초밥 가겠네요!! 이름이 재미있어요ㅋ 초밥 신선하고 밥도 적당하고 너무 맛있어요 그리고 냉모밀!! 정말 맛있어요 국물 끝까지 다 먹었어요 잘 먹었습니다^^
139,맛2 / 양2 / 배달2 / 맛있어용!!!!!!!!
140,맛2 / 양2 / 배달2 / 와 진짜 너무 맛있게 잘 먹었습니다! 앞으로 초밥 배달은 여기서 할게요.. 나중에 가게 가서도 먹어보고싶은 맛입니다! 무조건 오래 장사해주세요..
141,맛2 / 양2 / 배달2 / 맛도 양도 서비스도 최고였습니다
142,맛2 / 양2 / 배달2 / 너무 맛있게 잘먹었어요!다음번에도 종종 시키겠습니다~
143,맛2 / 양2 / 배달0 / 예상시간보다 조금 늦었어요 .. 첨 시켜봤는데 맛은 있네요 갈릭생선스테이크 ? 생소했는데 맛 괜찮았어요 ㅎㅎ
144,맛2 / 양2 / 배달2 / 진짜 맛있어요 앞으로 초밥은 요기입니다!!
145,맛1 / 양0 / 배달0 / . . . . . . . . .
146,맛2 / 양2 / 배달2 / 초밥 신선하고 너무 맛잇러요
147,맛2 / 양2 / 배달2 / 아주 잘 먹었습니다!!
149,맛2 / 양2 / 배달2 / 정말 이집은 동네의 자랑이다 너무 맛있다.
150,맛2 / 양2 / 배달2 / 배달도 빠르고 요청사항도 들어 주셔서 감사합니다 맛있어요~~!
151,맛2 / 양2 / 배달2 / 가격 대비 맛도 좋고 서비스도 완벽이제 여기서만 시켜먹을거같네요~잘 먹었습니다 ㅎㅎ^^
152,맛1 / 양2 / 배달2 / 양도많고맛있었습니다~
153,맛1 / 양2 / 배달2 / 두번째 주문인데오늘은연어초밥이 조금 맛이 이상했어요ㅜ다른건 괜찮았는데...ㅜ
155,맛2 / 양2 / 배달2 / 초밥  맛나게  잘 먹었습니다 서비스로 주신 초밥도  감사합니다번창하세요~
156,맛2 / 양2 / 배달2 / 가격을  올리시는게  어딸런지요?가성비에  떨어지진 않지만초창기를   기억하기에  다소  떨어진 퀄리티!선도와 구성에  조금  아쉬웠습니다.초창기 구성유지하시고 가격을  시세에  맞춰  올렸으면  좋겠다!하고생각해봅니다.푸석한  광어초밥은  약간 실망이군요.
157,맛2 / 양2 / 배달2 / 모밀도 우동도 너무 맛났어용ㅎㅎ
158,맛2 / 양2 / 배달2 / 와사비를 따로 주셔서 굉장히 좋았습니다.
159,맛2 / 양2 / 배달2 / 언제 먹어도 맛있어요! 다음에 또 주문할게요!
160,맛1 / 양2 / 배달1 / 맛있어용!!!!!!!!!!!
161,맛2 / 양2 / 배달2 / 너~무 맛있게 잘먹었어요 락교도 있고 연어 소스에 발라져있는거 좋아해서 잘먹었네요! 서비스 초밥도 너무 잘먹었습니다~~
162,맛2 / 양2 / 배달2 / 너무 맛있어요~~~~담에 또 시켜먹을게요.
163,맛2 / 양2 / 배달2 / 모밀도 맛있고 초밥도 너무 맛있어요. 양도 많아요
164,맛2 / 양2 / 배달2 / 맛있어요 배달도 빨리오고ㅋㅋ리뷰이벤트 초밥까지 먹으니 너무배부르네요잘먹었습니다
165,맛2 / 양2 / 배달2 / 재택중 점심으로 먹었었는데 맛나서 저녁에도 시켜먹었네요~ 맛나요
166,맛2 / 양2 / 배달2 / 요청사항 들어 주셔서 감사합니다 잘 먹었습니다 다음에 또 시킬게요!
167,맛2 / 양2 / 배달2 / 초밥먹고싶어서 시켰는데 너무 맛있게 먹었어요.
168,맛2 / 양2 / 배달2 / 양도많고 배달도빨라서 좋앗습니다
169,맛2 / 양2 / 배달2 / 정말 맛있어요! 밋밋하지 않고 맛이 진해서 좋네요 초마늘 하나 더 넣어달라고 했는데 넣어주셔서 감사해요♡ 번창하세요~!
170,맛2 / 양2 / 배달1 / 역시 초밥가게 또 시켜먹는데 넘 맛있어요👍양도 딱 적당하고 좋아요 다음에 또 시켜먹을게요
171,맛2 / 양2 / 배달2 / 넘맛나요 좋아요 굿굿
172,"맛2 / 양2 / 배달2 / 흰살생선이 좋아서 광어초밥만 12개 시켰습니다.광어가 도톰하고 쫄깃쫄깃한게 다른 초밥집의 광어초밥보다 포만감도 더 드는 것 같아요.실제로 지난주에 시켜먹었던 다른 초밥집에서는 이렇게 먹어도 배가 안불렀는데, “초밥가게-쌍문점”에서는 금방 배가 불러서 놀랐어요.리뷰 이벤트로 왔던 서비스 초밥 3개도 맛있었습니다.특히 연어초밥은 입에 넣자마자 사르르르 녹아버리는데,다음에는 연어초밥도 추가로 시켜야겠다는 생각이 들 정도로 맛있었습니다.배달도 생각보다 빨랐어요~"
173,맛1 / 양1 / 배달1 / 배가 고파서 먼저먹다 남기게됬는데개인적으로 고기초밥 안좋아하는데2개나 씹으면서 냄새와 맛이 고기의특유 누린맛이 나서 완전만족은 좀 아니였네요타코야끼는 눅눅해서 전 별로였네요
175,맛1 / 양1 / 배달1 / 초밥깔끔합니다. 👍🏻
176,맛1 / 양2 / 배달2 / 첫주문인데 너무 맛있어요메밀소바는 쪼끔 제입맛에 아니였어서 다음엔 우동 시켜보려구용ㅎㅎㅎ
178,맛1 / 양2 / 배달2 / 타코야끼 맛있어요.. 진짜초밥도 양많았어요~~ 간장은 조금 별로였어요..
179,맛2 / 양2 / 배달2 / 잘먹었습니다^^배달도 빠르고 맛도 좋아요.또 주문할게요!
180,맛2 / 양2 / 배달2 / 처음시켜봤는데 맛나네요ㅎㅎ
182,맛2 / 양2 / 배달2 / 맛있어요~^^초밥은역시 초밥 전문점이 좋네요
183,맛2 / 양2 / 배달2 / 잘먹었습니다.가격대비 초밥구성이 좋아요.서비스초밥도 구성이 좋네요
184,맛2 / 양1 / 배달2 / 배달도 빨랐고 맛잇게 잘 먹었습니다~!!다음에도 주문할게요많이파세요~~~!!
185,맛1 / 양1 / 배달2 / 포장이 과대포장없이 깔끔하게 와서 마음에 들었고생선도 싱싱하니 맛있었습니다초밥 생각날때 자주 시켜먹을것 같아요~
186,맛2 / 양2 / 배달2 / 두 번째 주문이네요 ㅎ  오랜만에 먹는 초밥 너무 좋았습니다 감사합니딘
187,맛2 / 양2 / 배달2 / 잘 먹었습니다
188,맛2 / 양2 / 배달2 / 초밥은 항상 이곳에서 시켜먹어요! 초밥도 신선하고 면도 불지않고 탱글거려요ㅎㅎ오늘 처음으로 회덮밥도 시켜보았는데 양도 많고 맛있네요~많이 파세요!!
189,"맛2 / 양2 / 배달2 / 초밥이 너무 맛있어서 먹다보니 사진을 못찍게 됐네요, 배달이 생각보다 빨리왔고 양도 적절했습니다! 다음에 또 시킬게요!"
190,"맛2 / 양2 / 배달2 / 모듬초밥,우동,냉모밀 맛있게 먹었어요"
191,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다.
192,맛2 / 양2 / 배달2 / 생선이 싱싱하고 맛있네요. 추가주문한 반우동도 맛있었습니다.
193,맛2 / 양2 / 배달2 / 잘먹었습니다 ~!!
194,맛2 / 양2 / 배달2 / 너무나 맛있게 잘먹었습니다!! 앞으로 초밥 먹고 싶을땐 무조건 초밥가게에서 시킬려구요🥰
195,맛2 / 양2 / 배달2 / 처음인데 아주 신선하고 맛있었습니다.잘먹었습니다
196,맛2 / 양2 / 배달2 / 맛있어요!!!!!!
197,"맛2 / 양2 / 배달2 / 배달이 빠르고 초밥,우동 맛있게 먹었어요"
198,맛2 / 양2 / 배달2 / 배고팠는데 배달도 엄청 빠르게 오고 😊냉모밀도 면도 안불고 맛있게 먹었어용초밥을 잘 못먹어서 계란초밥을 늘 시키는데여기에 계란초밥이 있어서 좋았어용 😆😆
199,맛2 / 양2 / 배달2 / 배달도 30분만에 오고 초밥도 맛있었어요 특히 광어가 진짜 맛있더라구요 냉모밀도 사이드치고는 양도 많고 건더기도 꽤 푸짐한 편이었어요 잘먹었습니다
200,맛2 / 양2 / 배달2 / 초밥은 항상여기서 시켜먹어요~ 간장도 넉넉히주시고 맛있습니당
201,맛2 / 양2 / 배달2 / 언제 먹어도 한결같이 맛있고 배달도 빨라요!! 요청사항도 반영해주셔서 감사합니다. 번창하세요~
202,맛2 / 양2 / 배달2 / 가성비 굿배달  빠르고  맛있게  잘  먹었습니다활어초밥  맛있어요
203,맛2 / 양2 / 배달2 / 진짜 초밥 하나하나 다 맛있고 최고예요
204,맛2 / 양2 / 배달2 / 배달도 빠르고 기사님도 친철해요맛있게먹었어요
205,맛2 / 양2 / 배달2 / 맛있었습니다 또 시킬게요
206,맛2 / 양1 / 배달2 / 밥알도 괸찬고 회도싱싱하고 맛잇었습니다
207,맛2 / 양2 / 배달2 / 다음에  또 먹을래요
208,맛2 / 양2 / 배달2 / 완벽 그자체 말이 필요없다
209,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다~~다음에 또 주문 할게요~~^^
210,맛2 / 양2 / 배달2 / 진짜미쳤어요ㅜㅜ여기초밥존맛
211,맛2 / 양2 / 배달2 / 생각보다 배달도빨리오고 맛있었어요
212,맛2 / 양2 / 배달2 / 너무너무 맛있고 배달빠르고  좋아요. 또시켜먹을게요~~~
213,맛2 / 양1 / 배달2 / 초밥 너무너무 맛있습니다~ 양도 적당하고 친절하세요! 배달도 빠르고 최고최고!앞으로 초밥 먹고 싶을 때마다 애용할 것 같네요!!
214,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~
215,맛2 / 양2 / 배달2 / 잘먹엇습니다 번창하세요
217,맛1 / 양1 / 배달2 / 맛있게 잘 먹었습니다.
218,맛2 / 양2 / 배달2 / 허겁지겁 먹느라 못찍었어요술안주로 끝내줍니다
219,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다~~ 담에 또 주문할게요^^
220,맛2 / 양2 / 배달2 / 배달 예상 시간보다 빨리 와서 좋았어요 초밥도 맛있어서 더 좋아요~
221,맛2 / 양2 / 배달2 / 사진을 못 찍었어요 ㅠ 진짜 맛있었어요
222,맛2 / 양2 / 배달2 / 롤은 전문점이 많이 없어서 맛있는 곳 찾기가 쉽지않았는데 여기 롤 너무 맛있어서 반했어요 ㅠㅠ 반회덮밥도 추가로 시켰는데 약간 집에서 해먹는 회덮밥같은 야채도 회도 엄청 푸짐하고 신선한 그런느낌?!?!? ㅠㅠㅠㅠ 자주 시켜먹겠습니당 번창하세요 :)
223,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도너무맛있어요 또시켜먹을꺼에요!
225,맛2 / 양2 / 배달2 / 진짜 .. 가성비 갑 .. 최고에요 ㅜㅜㅜ 사랑해요 ㅜㅜ 넘 맛있당 ㅜㅜㅜㅜㅜ🤍🤍
226,맛2 / 양2 / 배달2 / 맛있습니다. 다음에 또 시켜먹을 것 같아요.
227,맛2 / 양2 / 배달2 / 리뷰 서비스로 주신 것도 잘 먹었습니다 맛있어요!
228,맛2 / 양2 / 배달2 / 너무 맛있습니다 다음에 또 시킬게요
230,맛2 / 양2 / 배달2 / 배부르게 잘 먹었습니다서비스도 잘 먹었어요
231,맛2 / 양2 / 배달2 / 아주 야무져버려 ~맛있어버려~기절해버려
232,맛2 / 양2 / 배달2 / 오이 빼 주셔서 감사합니다!!!! 잘 먹었어용 ㅎㅎ
234,맛2 / 양2 / 배달2 / 양도많고 맛있어용 항상여기서시켜요~~
235,맛2 / 양2 / 배달2 / 항상 너무나 만족합니다👍🏻배달도 빠르고 서비스도 감사해요👐🏻
236,맛2 / 양2 / 배달2 / 너무 맛있게 먹었어요 다음에 도 시키려구요
239,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~초밥 부드럽고 롤도 완전 알차요재주문 할게요
240,맛2 / 양2 / 배달2 / 안비리구 맛있어요~
241,맛2 / 양2 / 배달2 / 배송도 빠르고 맛도 최고입니다
242,맛2 / 양2 / 배달2 / 초밥이 너무 맛있어요☺
243,맛1 / 양1 / 배달2 / 맛있게잘먹었어오옹  메밀맛나여
244,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어용 자주 시킬게요!!!!
245,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있네요
246,맛2 / 양2 / 배달2 / 나는 지금 초밥이 아니라 행복을 먹고있습니다
247,맛2 / 양2 / 배달2 / 서비스도주시고~배달도빠르고맛있어요~~
248,맛2 / 양2 / 배달2 / 맛나요 흐흐흐흐흐흐
249,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도👍🏻 잘 먹었습니다
250,맛2 / 양2 / 배달2 / 너무 잘 먹었습니다 ! 정말 맛있게 잘 먹었어요 타코야끼도 정말 맛있어요 ㅠ 행복한 하루 보내세요
251,맛2 / 양2 / 배달2 / 먹을 때마다 맛있네요! 서비스초밥도 좋아요!!
252,맛2 / 양2 / 배달2 / 맛있어용 히히히히히
253,맛2 / 양2 / 배달2 / 맛있어요 잘먹을게용
254,맛2 / 양2 / 배달2 / 잘먹었습니다 너무 맛있어요~~~ 리뷰이벤트 초밥도 감사합니다 ㅎㅎ
255,맛2 / 양2 / 배달2 / 너무너무 맛있었습니다~~
256,맛2 / 양2 / 배달2 / 진짜최고에요 입에서녹아요 광어 연어 참치 갈릭 굿굿
257,맛2 / 양2 / 배달2 / 맛도좋고 양도너무많고 서비스도 감사합니다
258,맛2 / 양2 / 배달2 / 이집은 전체적으로 만족입니다. 굿입니다. 후회없음!!
259,맛2 / 양2 / 배달2 / 배달이 빨리와서 보내주신 국이 엄청따뜻했어요 !맛있게 잘먹었습니다 양이푸짐해요 :)
260,맛1 / 양1 / 배달2 / 음 그냥 그렇네요 .. ㅠ
261,맛2 / 양2 / 배달2 / 오늘도 맛있게 잘 먹었습니다~
262,맛2 / 양2 / 배달2 / 요청사항에 반찬같은 거 다 빼달라고 부탁드렸는데 빼주셔서 감사해요~! 연어롤도 엄청 크고 다양한 재료가 듬뿍 담겨있어요 다음에 또 먹어야겠아용 사장님 요즘 코로나로 힘드시겠지만 그래도 힘 내세요!!!  넘 맛있어용
263,맛2 / 양2 / 배달2 / 초밥맛있고 종류도 다양하네요 같이 시킨 메밀도 맛났어요
264,맛2 / 양2 / 배달2 / 역시 언제나 너무 맛있어요 근데 유부초밥 밥양이 점점 줄어들어요 그게 좀 아쉬워요ㅜㅜ
265,맛2 / 양2 / 배달2 / 처음 주문해보았습니다. 맛나게 잘 먹었어요 ^^
266,맛1 / 양1 / 배달1 / 맛있거 잘먹었습니다 ~
267,맛1 / 양2 / 배달0 / 리뷰이벤트로 온 초밥 잘 먹었구요손님 케어가 부족한듯초델리소스가 한곳에 뭉친 느낌이 많이 드네요
268,맛2 / 양2 / 배달2 / 맛있는음식 만들어주셔서 감사합니다 ^0^
269,맛2 / 양2 / 배달2 / 너무 맛있고 푸짐해요
270,맛2 / 양2 / 배달1 / 잘먹었습니다 ^^ 또 주문할게요~
271,맛2 / 양2 / 배달2 / 너무맛있어요 😍😍 서비스초밥도 훌륭합니다
272,맛2 / 양2 / 배달1 / 배달 예상시간보다 늦은거 빼고는 완벽
273,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다 '◡'
274,맛2 / 양2 / 배달1 / 초밥은 여기서만 시키게 되네요!항상 만족스럽습니다!서비스 다코야키도 너무 맛있었어요!초밥이 다 쏠려와서배달에서 별한개만 뺍니다 ~
275,"맛2 / 양2 / 배달2 / 배달 25분만에 와서 깜짝 놀랬어요! 빨리주셔서 감사해요!! 서비스로 초밥도 주시고, 매번 잘 시켜먹고 있습니다^^~ 감사합니다 번창하세용❤️"
276,맛2 / 양2 / 배달2 / 맛있게 잘먹었구요~~ 배달도 생각보다 빨리와서 깜짝 놀랐네요^^ 번창하세요~~
277,맛2 / 양2 / 배달2 / 감사합니다 ^^항상맛나게 먹구있습니다!
278,맛2 / 양2 / 배달2 / 너무너무 맛있어요 다음에도 또 시켜먹을까봐요 ㅎㅎ
279,맛2 / 양2 / 배달2 / 배달빠르고 다 맛있는데  장어초밥이 진짜맛있어요!
280,맛2 / 양2 / 배달2 / 배달도 엄청 빠르고 진짜 맛있어요!!!ㅠㅠ 이 가격에 이 퀄리티 최고..
281,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있습니다
282,맛2 / 양1 / 배달2 / 제가 음식을 받고 사진 찍고 먹었어야하는데... 좋은 냄새에 참지 못하고 순삭한 뒤 사진 생각을 했네요... 이건 너무 맛있게 만드셔서 사진 찍을 생각도 못하게 만든 사장님탓입니다!! ㅡㅡ
283,맛2 / 양2 / 배달2 / 맛있어요. 남편과 간만에 맛있게 먹었어요.
284,맛2 / 양1 / 배달2 / 너무 맛있었어요👍양도 딱이고 맛도 좋아요 자주 시켜먹을거 같아요
285,맛2 / 양2 / 배달2 / 너무 맛있어요!! 초밥먹을땐 항상 여기서 시켜먹어요!
286,맛2 / 양2 / 배달2 / 월요일에 주문했다가 배달원 부족 ? 문제로 못먹어서 넘 슬퍼서 화요잏에 점심시간 되자마자 시켰어요!! 언제나 먹어도 넘 맛있어요 연어도 항상 싱싱하고! 잘 먹었습니다 감사합니다~
287,맛2 / 양2 / 배달2 / 첨시켜봣는데 서비스까지 챙겨주시고 맛낫습니다
288,"맛1 / 양1 / 배달2 / 예상시간보다 일찍 도착했고,잘 먹었습니다."
289,맛2 / 양2 / 배달2 / 배달 기사님 감사합니다 운전조심 하세요! 맛있어요
