,new_review
29,맛2 / 양2 / 배달2 / 잘 마셨어요  따뜻한 커피도날씨가 추워지니 좋더라구요~~~^^
30,맛2 / 양2 / 배달2 / 단골 예약이에용❤️❤️너무너무 맛있어요 짱짱
31,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다.
32,맛1 / 양2 / 배달2 / 서비스 과자 잘 먹었어요 :)
33,맛2 / 양2 / 배달2 / 굿굿입니다 백다랑 사랑
34,맛2 / 양2 / 배달2 / 역시 언제시켜도 배달빨라요☺️커피도 빵도 신기시장점이 제일 뭔가고객기준에서 생각한 작은 배려같은게 느껴져서받을때마다 기분이 좋습니다♥
35,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다
37,맛2 / 양2 / 배달2 / 항상 맛있게 먹습니다☺☺☺
38,맛2 / 양2 / 배달2 / 해장할땐 늘 여기 토마토 쥬스 먹어용~!!속이 풀리는거같아서 원츄원츄 섭스 감사합니당!
39,맛2 / 양2 / 배달2 / 조아요 조아요 조아요
40,맛2 / 양2 / 배달2 / 맛있습니다아아아아아
41,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요~ 자주 주문하는데 좋습니당☺️
42,맛2 / 양2 / 배달2 / 편하게 커피 마셨어요~~~
44,맛2 / 양2 / 배달2 / 잘 먹었습니다 ㅎㅎ
45,"맛2 / 양2 / 배달2 / 코코넛라떼 걸쭉하고 안에 씹히는 코코넛? 젤리가 있네요! 몰랐지만 맛있어,, 아샷추는 너무 달지않게 샷 하나 더 추가했는데 아이스티 맛이 많이 나네요,, 샷 두개가 추가된거 맞는지 약간 의문이…가지만 배달 깔끔하고 좋았습니다."
46,맛2 / 양2 / 배달2 / 두번째 주문해 마신 커피도짱이네요~~~^^
47,맛2 / 양2 / 배달2 / 서비스 쿠키랑 시원하게 달달하게 잘 먹엇습니다^^
48,맛2 / 양2 / 배달1 / 병원에서 따뜻한커피너무 감사히 마셨어요
49,맛2 / 양2 / 배달2 / 항상애용하고있어용 단골집 입니다 ♡
50,맛2 / 양2 / 배달2 / 잘먹었습니다 항상이용하는 단골집
51,맛2 / 양2 / 배달2 / 맛있게 잘 먹겠습니다 감사합니다 🙇
52,맛2 / 양2 / 배달2 / 항상 맛있게 먹습니당👍🏻👍🏻👍🏻👍🏻
53,맛2 / 양2 / 배달2 / 시원하고 좋습니다이♡♡♡ 배달 빨라용
55,맛2 / 양2 / 배달2 / 여기만큼 빽다방잘하는곳 없어요~~
56,맛2 / 양2 / 배달2 / 다른곳보다빽다방에서먹는게넘맛있어요
57,맛2 / 양2 / 배달2 / 항상 여기서만 커피 먹어요  배달 짱빠름 .. 시켯는데 문앞에 바로 ㅋㅋ
58,맛2 / 양2 / 배달2 / 잘먹었습니다 또주문할게요
59,맛2 / 양2 / 배달2 / 감사해요 !!!!!! 진짜 눈 뜨자마자 행복을 주셨어욤
60,맛2 / 양2 / 배달2 / 배달은 비와서 쪼금 늦었는데 포장도 잘되있고 맛있어요😊
61,맛2 / 양2 / 배달2 / 몇일 만인지.. 더더 맛잇어요
62,맛2 / 양2 / 배달2 / 맛있습니다~ 다음에또시킬게요
63,맛2 / 양2 / 배달2 / 가격도싸고 맛있습니다
64,맛2 / 양2 / 배달2 / 맛있어요 잘 먹었습니다~
65,맛2 / 양2 / 배달2 / 항상 맛있게 먹고 있습니다
66,맛2 / 양2 / 배달2 / 배달 초스피드네여 잘먹었어요
67,맛2 / 양2 / 배달2 / 배달도 빠르고 음료도 맛있어요~
68,맛2 / 양2 / 배달2 / 시원하게 잘마시겠습니다 😀
69,맛2 / 양2 / 배달2 / 음료가 깔끔하게포장되어서 왔네여  션하게 잘묵었어요
70,맛2 / 양2 / 배달2 / ㅎㅎ호 약시 맨날 먹고 싶어용 ㅠㅠㅠ 감사합니다
71,맛2 / 양2 / 배달2 / 말모 빽다방....걍 존맛탱.. 맛없는 음료가 없음..
72,맛2 / 양2 / 배달2 / 너무맛이꼬 자주애용하고잇어요
74,맛2 / 양2 / 배달1 / 너무좋음자주애용하고잇어요
75,맛2 / 양2 / 배달2 / 맛있게 먹었어요!!
76,맛2 / 양2 / 배달2 / 배달이 엄청 빨라서 좋았습니다 커피 맛도 좋구영
78,맛2 / 양2 / 배달2 / 언제나 맛나게 먹는 카페~
79,맛2 / 양2 / 배달2 / 배달되어서 너무 편해여
80,맛2 / 양2 / 배달2 / 배달도 빨리 오고 잘 먹겠습니당!
81,맛2 / 양2 / 배달2 / 맛있어영 배달도 짱 빠름
82,맛2 / 양2 / 배달2 / 수박은 여기가 최고에요
83,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어여!! 사진은 못 찍었지만 다음부턴 찍을게용 ㅎㅎ
84,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요
85,맛2 / 양2 / 배달2 / 배달도 빠르고 좋아요~~
86,맛2 / 양2 / 배달2 / 배달 해주세는 분이 너무 좋으셔서 먹기 전에도 기분 좋았어용 역시 연유라떼 진짜 빽다방이 앞승입니당 대빅나세요!!!!아 슈도 진짜 제 최애에용
87,맛2 / 양2 / 배달2 / 와웅 슈 진짜 맛있네요?? 마들렌도 연유라떼 때문에 시킨건데 의외의 발견이였습니다 !!!!??? 행벅하네용 ㅎㅎ
88,맛2 / 양2 / 배달2 / 항상 잘 마시고 있어요배달도 빠르고 음료도 맛있었어요
89,맛2 / 양2 / 배달2 / 맛있고 배달도빠르게해주셨어요! 맛있게 잘먹었습니다
90,맛2 / 양2 / 배달2 / 맛있습니다 ~~~~~~
91,맛2 / 양2 / 배달2 / 직접 가서 시키기도 하는 단골카페가 됐네요 ㅎㅎ 이 집 딸기라떼 맛집입니다
92,맛2 / 양2 / 배달2 / 맛있습니다. 아이스티가 달고 맛있어요
93,맛2 / 양2 / 배달2 / 잘 먹었습니다  다음에도 시키겠습니다
94,"맛2 / 양2 / 배달2 / 역시 커피는 빽다방,,,"
95,맛2 / 양2 / 배달2 / 언제나 맛있게 먹습니다~
96,맛2 / 양2 / 배달2 / 👍👍👍👍👍👍👍
97,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다. 감사합니다.
98,맛2 / 양2 / 배달2 / 빽다방 처음 먹어보는데 가성비에 맛까지 다 좋아요 또 시킬게요!!
99,맛2 / 양2 / 배달2 / 4개시켜서 2개 냉장고 쟁여두고 먹는데 진짜베스트음료..
100,맛2 / 양2 / 배달2 / 마싯어요 헤헤헤헤헤헤
101,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다~
102,맛2 / 양2 / 배달2 / 배달빠르고맛있어용.
103,맛2 / 양2 / 배달2 / 늘 잘먹고있어용 감사해용
104,맛2 / 양2 / 배달2 / 요청사항 확인해주셔서 감사합니다 배달도 안전하게 잘 왔어요!
105,맛2 / 양2 / 배달2 / 만족 만족합니다. 양 많네요
106,맛2 / 양2 / 배달2 / 마들렌 중독된거같아요.. 굿
107,맛2 / 양2 / 배달2 / 오늘도 달달하니 맛있어요ㅋ
108,맛2 / 양2 / 배달2 / 커피는 빽다방 !!!!!
109,맛2 / 양2 / 배달2 / 양도많고 맛도 좋네요
110,맛2 / 양2 / 배달2 / 항상 시켜먹는 커피집~ 항상 만족해요~ 좋아요
111,맛2 / 양2 / 배달2 / 넘 맛있어요 잘먹겠습니당❤️
112,맛2 / 양2 / 배달2 / 사진을 못찍은건 아쉽지만 언제나 믿고먹는 신기시장점 백다방!
113,맛2 / 양2 / 배달2 / 배달도 빠르고 미숫가루는 두유넣은게 더 맛있네요!
114,맛2 / 양2 / 배달2 / 배달도 빨리 해주시고 전화 문의를 드렸는데 친절히 답변해주셨습니다~ 커피도 맛있고 소세지빵도 적당히 따뜻하고 맛있었습니다~
115,맛2 / 양2 / 배달2 / 좋아용 맛있게 잘 먹었습니다!
116,맛2 / 양2 / 배달2 / 항상모최고죠 굿입니다 굿굿
117,맛2 / 양2 / 배달2 / 항상 맛있게 먹습니다~~~
118,"맛2 / 양2 / 배달2 / 빽다방 아메리카노 크기 어마어마하다,,,! 물 리필해서 아직도 먹는 중 ㅋㅋㅋ 빠른 배송 감사합니다"
119,맛2 / 양2 / 배달2 / 술취때문에 토마토 쥬스 시켰는뎅빠르게와서 후루룹 시원하게 먹고 속좀 달랬습니당~미숫가루도  밥대신 먹었어용 꼬숩고 달달하니 맛있었어용
120,맛2 / 양2 / 배달2 / 맛있어요 자주 이용합니다~
121,맛2 / 양1 / 배달1 / 수박주스 존맛탱  또 시켜목을거에용
122,맛2 / 양2 / 배달2 / 맛나여^^^^^^^
123,맛2 / 양2 / 배달2 / 항상 빽다방에서 시켜여^^
124,맛2 / 양2 / 배달2 / 자주 시킬게요 !잘 먹었습니다
125,맛2 / 양2 / 배달2 / 배달도빠르고 항상 잘 먹고있습니다!!
126,맛2 / 양2 / 배달2 / 역시 아샷추는 👍👍~~~
127,맛2 / 양2 / 배달2 / 늘맛있게 먹습니당ㅎ
128,맛2 / 양2 / 배달2 / 감사히 맛있게 잘마셨습니다!
129,맛2 / 양2 / 배달2 / 좋아요빽다방ㅎㅎㅎㅎ
130,맛2 / 양2 / 배달2 / 요번주도 빽다방ㅋㅋ
131,맛2 / 양2 / 배달2 / 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
132,맛2 / 양2 / 배달2 / 빠르고맛있음 단골집
133,맛2 / 양2 / 배달2 / 오늘도 맛있게 먹었어요.
134,맛2 / 양2 / 배달2 / 늦게까지 영업하셔서 자주 이용해요.
135,맛2 / 양2 / 배달2 / 맛있게 먹었어요~~^^
136,맛2 / 양2 / 배달2 / 가성비 좋아요~~~
137,맛2 / 양2 / 배달2 / 시원하고 맛있네요 또시킬게요
139,맛2 / 양2 / 배달2 / 아메리카노 생각나서 시켰습니다~~ 마들렌도 너무맛있어요
140,맛2 / 양2 / 배달2 / 늘시켜먹는곳!ㅎㅎㅎ
141,맛2 / 양2 / 배달2 / 빽스치노 대박 와플도 달콤바삭 맛났습니다
142,맛2 / 양2 / 배달2 / 매주 시켜먹는중..ㅋㅋ 맛있게 먹었어요
143,맛2 / 양2 / 배달2 / 좋아요 배달도빠릅니다
144,맛2 / 양2 / 배달2 / 배달도 빠르고 커피는 역시 빽다방
145,맛2 / 양2 / 배달2 / 잘 마셨습니당~~\
146,맛2 / 양2 / 배달2 / 식혜가 너무 마시고 싶은데 다른 업체는 양도 적고 비싸기만 한데 역시 빽다는 갓성비죠
147,맛2 / 양2 / 배달2 / 정말 좋앗습니나.  서비스 좋아요
148,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요!
149,맛2 / 양2 / 배달2 / 문 앞에 놔달란 소리도 안적었는데 왜 문앞에 두시는지..?음료는 맛있게 잘마시겠습니다
150,맛2 / 양2 / 배달0 / 익스프레스 배달기사년아 문자달라고 얼음들어간 음료인데 문자달라니까 그냥 문앞에 투척하고 가냐
151,맛2 / 양2 / 배달2 / 배달이 조금 문제가있었지만 시원하게 잘마셨어요
152,맛2 / 양2 / 배달2 / 넘넘 잘이용하는 빽다빙 가성비 갑이죠
153,맛2 / 양2 / 배달2 / 언제나 믿고 먹는맛이죠 감사합니다.~^^
154,맛2 / 양2 / 배달2 / 빠른 배달로 시원하게 잘 마셨습니다❤️
155,맛1 / 양2 / 배달2 / 맛있ㅇ습니나 굿굿굿
156,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있었습니다.
157,맛2 / 양2 / 배달2 / 여름은 빽다방빽스타일로
158,맛2 / 양2 / 배달2 / 단골입니다 가격저렴 맛나요
159,맛2 / 양2 / 배달2 / 항상 시켜요 배달 빠륵르고 맛일어용
160,맛2 / 양2 / 배달2 / 배달도 빠르고 포장도 잘되어왔어요맛있게먹었습니다
161,맛2 / 양2 / 배달0 / 배달은 항상맘에안듬
162,맛2 / 양2 / 배달0 / 익스프레스 기사님 빙빙돌아서 오고 문앞문자 요청해놨는데도 벨튀하시네 ㅋ
163,"맛2 / 양1 / 배달2 / 포장 상태도 깔끔하고 , 집 근처 카페중에 유일하게 요기요 익스프레스 활용해서 시켰더니 금방 왔습니다 맛도 괜찮고요 , 자주는 아니더라도 많이 이용할거 같습니다"
164,맛2 / 양2 / 배달2 / 감사히 맛있게 잘먹었습니다!
165,맛2 / 양2 / 배달2 / 아들이 수박주스 좋아해서 주문했는데 시원하고 맛있게 먹었어요
166,맛2 / 양2 / 배달2 / 최고 최고 최고 최고예요
167,맛2 / 양2 / 배달2 / 굳~!!!!!!!!
168,맛2 / 양2 / 배달2 / 굿커피 굿크림빵 구웃~!
169,맛2 / 양2 / 배달2 / 다른건 다 잘 왔는데 아메리카노에 복숭아 아이스티를 첨가해주셨는지 맛이 오묘한게 그래도 나름  먹을만햇네요ㅎㅎㅎ덥고 습한 오늘 시원하게 ㅈㅏ~~알 마셨습니당^^
170,맛2 / 양2 / 배달2 / 아주아주 감사히 먹었읍니다!감사합니다!
171,맛2 / 양2 / 배달2 / 단골이예용~~~~~~~♡
172,맛2 / 양2 / 배달2 / 빽다방은 언제나 사랑이쥬
173,맛2 / 양2 / 배달2 / 미숫가루 진하고 맛있네요~
174,맛1 / 양2 / 배달2 / 조리퐁 따로 담아주신거 완전 눅눅해요;따로 담아준 의미없는...
175,맛2 / 양2 / 배달2 / 커피 크기 맛 다 좋아요~~~
176,맛2 / 양2 / 배달2 / 완전존맛탱구리 ㅅㅅ
177,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다.
178,맛2 / 양2 / 배달2 / 맛나게 먹었어요~!
179,맛2 / 양2 / 배달2 / 맛있게 잘 먹겠습니당~~얼음도 딱 좋고 시원하게 마실수 있어서 좋아요^^
180,맛2 / 양2 / 배달2 / 너무너무 맛있어요~~~
181,맛2 / 양2 / 배달2 / 저희 일주일에 세번항상먹는데ㅠ요청사항좀 잘좀 봐주세요ㅠㅠ한잔은 얼음빼구 정량달라햇는데ㅠㅠ의리로 별5개요ㅠㅠ
182,맛2 / 양2 / 배달2 / 저희 일주일에 세번항상먹는데ㅠ요청사항좀 잘좀 봐주세요ㅠㅠ한잔은 얼음빼구 정량달라햇는데ㅠㅠ
184,맛2 / 양2 / 배달2 / 좋았습니다 ㅎㅎㅎㅎㅎ
185,맛1 / 양1 / 배달1 / 잘받았습니다  또구매할게요
186,맛1 / 양2 / 배달2 / 병원입원해서 주문했네요. 코로나로 출입이 자유롭지 않아서 콜드블루 원액 주문했어요. 있는 동안 시원하게 마셔볼랍니다.
187,맛2 / 양2 / 배달2 / 맛있었어요 최고입니다
188,맛2 / 양2 / 배달2 / 역시빽다방 굳ㄷㄷㄷㄷㄷ
189,맛2 / 양2 / 배달2 / 굳ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㅡ
190,맛2 / 양2 / 배달2 / 너무너무 맛나요 ㅎㅎㅎ
191,맛2 / 양2 / 배달2 / 요번에도 맛있게 냠냠ㅋ
192,맛2 / 양2 / 배달2 / 맛나용♡♡♡♡♡♡♡
193,맛2 / 양2 / 배달2 / 빠르게 시원하게 잘 먹었습니다
194,맛2 / 양2 / 배달2 / 시원하게 잘 마셨어요
195,맛2 / 양2 / 배달2 / 잘 받았어요 💕 감사합니다 💕 맛있게 잘 먹었어요 💕
196,맛2 / 양2 / 배달2 / 매장에서 받는것처럼 빨리 받았습니다. 얼음도 하나 안녹고 와서 너무 좋네여. 감사합니다.
197,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요~
198,맛2 / 양2 / 배달2 / 맛있네요 ㅎㅎㅎㅎㅎㅎ
199,맛2 / 양2 / 배달2 / 배달이 되게빨라서 너무 좋아요
201,맛2 / 양2 / 배달2 / 언제나 빠른 배달 감사해요!#행복두끼챌린지 #요기요 #행복얼라이언스
202,맛2 / 양2 / 배달2 / 배달이 빠르네욜 ㅎㅎ
204,맛2 / 양2 / 배달2 / 가까워서 배달이 정말 빨라요
205,맛2 / 양2 / 배달2 / 배달 엄청빨라서좋아요
206,맛2 / 양2 / 배달2 / 잘먹었습니다 다음에 또 시킬께요
207,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요
208,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요~~
209,맛2 / 양2 / 배달2 / 잘 받았어요~~♡감사합니다 ♡레몬 에이드 탄산이  조금 약하게 있어서 아쉽네요~~!
210,맛2 / 양2 / 배달2 / 빠른 배달에 시원하게 잘마셨어요
211,맛2 / 양2 / 배달2 / 스벅보다 맛나다합니다(내가 시키고 다른사람이 먹음 : 근데 입맛 까다로우심)ㅎㅎ
212,맛2 / 양2 / 배달2 / 매번 시원하게 잘 마시고 있어요서비스 감사해요~
213,맛2 / 양2 / 배달2 / 맛있어요 잘먹었어요
214,"맛2 / 양2 / 배달2 / 너므마싯어용,,,,,^.^"
215,맛2 / 양2 / 배달2 / 자몽 에이드는 여기가 최고인듯요
216,맛2 / 양2 / 배달2 / 자몽에이드는 여기가 최고인듯요
217,"맛2 / 양2 / 배달0 / 배달원분이 핫도그를 던지신건가,,,  상태가엉망이네요맛은있는데 배달때매 별하나뺏어요"
218,맛2 / 양2 / 배달2 / 맛있게 잘먹었어요 ㅎㅎ
219,맛2 / 양2 / 배달2 / 너무 시원하고 역시 커피는 빽다방이죠^^
220,맛2 / 양2 / 배달2 / 매번 주문한는대 만족해요
221,맛2 / 양2 / 배달2 / 배달도빠르고 친절하고 커피맛은 양은 말할것도없죠ㅋ
222,맛2 / 양2 / 배달2 / 잘먹었습니다 또시킬게요
223,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요
224,맛2 / 양2 / 배달2 / 모든게 좋았구 사진을 못찍어서아쉽네요.너무 맛있게잘먹었습니다. 서비스도 주셔서 감사합니다
225,맛2 / 양2 / 배달2 / 늘 믿고 마시는 빽다방 입니다.^^
226,맛2 / 양2 / 배달2 / 잘 먹었습니다! 요청사항 들어주셔서 감사해요
227,맛2 / 양2 / 배달2 / 죠리퐁 따로 담아주신 센스가 짱이예요다른곳 문닫아서 여기로 주문했던건데 앞으로 쭉 여기서 주문해야겠어요
228,맛2 / 양2 / 배달2 / 아샷추 딱 때리고 핫도그 먹으면 한끼 대충 떼우기 좋아요
229,맛2 / 양2 / 배달2 / 좋습니다 좋습니다아
230,맛2 / 양2 / 배달2 / 매번 잘 마시고 있어요서비스 감사해요~
231,맛2 / 양2 / 배달2 / 이 조합에 중독된거같아요 😅😃
232,맛2 / 양2 / 배달2 / 배달도 너무 빠르고 항상 맛나게 먹어요!
233,맛2 / 양2 / 배달2 / 커피 맛있습니다. 서비스도 감사해요
234,맛2 / 양2 / 배달2 / 존맛ㅜㅜㅜㅜㅜㅜㅜㅜ
235,맛2 / 양2 / 배달2 / 빽다방 항상 잘마시고있어요
236,맛2 / 양2 / 배달2 / 맨날 아샷추랑 토마토주스만 마셔요 ㅋ 좋아요
237,맛2 / 양2 / 배달2 / 조아요~~~ 언제나 맛난빽다방 바닐라라떼 👯‍♀️💕
238,맛2 / 양2 / 배달2 / 짱맛잇게만들어주셔서 감사합니다
239,맛2 / 양2 / 배달2 / 대 존맛이야!!!!!!!
240,맛2 / 양2 / 배달2 / 너무너무ㅜ맛나요 ㅎㅎ
241,맛2 / 양2 / 배달2 / 맛도 양도 좋은데 거기다 배달도 빨라서 너무 좋아요~ ♡
242,맛2 / 양2 / 배달2 / 감기기운 있어서 레몬티 마셨더니좋아젔어요~
243,맛2 / 양2 / 배달2 / 좋아요~~~~~~🥤
244,맛2 / 양2 / 배달2 / 빠른 배달감사합니다!
245,맛2 / 양2 / 배달2 / 더울 땐 새콤달콤한 자몽에이드가 최고ㅠㅠ
246,맛2 / 양2 / 배달2 / 완전 맛났어요~!!
247,맛2 / 양2 / 배달2 / 흘리는 음료 하나도없이 잘 도착해서 맛있게 잘 마셨습니다^^
248,맛2 / 양2 / 배달2 / 빠른배달 감사합니다시원하게 잘 마셨어옹~~서비스과자 너무 맛있는데 메뉴에는 없네옹 ㅠ아쉬워라
249,맛2 / 양2 / 배달2 / 맛있어요 감사합니다
250,맛2 / 양2 / 배달2 / 맛나게 잘 먹었어용
251,맛2 / 양2 / 배달2 / 잘 받았어요 💕 너무 맛있게 잘 먹었어요 💕 감사합니다 💕
252,맛2 / 양2 / 배달2 / 신기시장점이 이 근방에서 최소주문금액도 낮고 배달료도 제일 싸서 좋아요자주 즐겨마시고 있습니다!
253,맛2 / 양2 / 배달2 / 역시!!! 존먓!!
254,"맛2 / 양2 / 배달1 / 에이드마다 탄산 쏘기가 조금씩 달라요, 그래도 맛은 있지만 탄산이 좀 더 많으면 더 좋을것 같다는 생각입니다 ^^ 배달할땐 실링기 사용하셨으면 좋겠어요, 배달할때 문제일수도 있겠지만 매번 올때면 매직캡위로 물이 차 있어요"
255,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요~
256,맛2 / 양2 / 배달2 / ♡♡♡♡♡♡♡♡♡♡
257,맛2 / 양2 / 배달2 / 잘 받았어요 💕  너무 맛있게 잘 먹었어요 💕 감사합니다 💕
258,맛2 / 양2 / 배달2 / 잘먹었습니다 감사합니다
259,맛2 / 양2 / 배달2 / 항상 시키는 단골집~빠르고 맛있어요
261,맛2 / 양2 / 배달2 / 맛있게먹었습니다!!
262,맛2 / 양2 / 배달2 / 최고예요♡♡♡♡♡♡
263,맛2 / 양2 / 배달2 / 잘마실게요 ㅇㅅㅇ ㅇㅈㅇ
264,맛2 / 양2 / 배달2 / 맛잇게 잘먹었네요 빠른배달 감사합니당
265,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요~^^
266,맛2 / 양2 / 배달2 / 아샷추 정말좋아용~~ 배달도 빨라요
267,맛2 / 양2 / 배달2 / 요청사항 잘 들어주셔서 감사해요! 배달은 엄청 빠르고빽다방은 미숫가루 맛집이예요!ㅋㅋ마들렌은 진짜 크네요ㅡㅇㅡ
268,맛2 / 양2 / 배달2 / 쟁여 놓고 마시기 딱 좋은😁
269,맛2 / 양2 / 배달2 / 배달도 빠르고 주문한 음료와 디저트도 맛있게 잘 먹었습니다. 서비스 감사합니다^^
270,맛2 / 양2 / 배달2 / 유명한 빽스치노 첨 먹어봐요. 아주 익숙하고 자극적인맛 잘먹엇어요~ㅎㅎ 양많고
271,맛2 / 양2 / 배달2 / 맛있게 잘마셨어요♡
272,맛2 / 양2 / 배달2 / 주문하고 빠르게 가져다주시고 양도 많아서 만족스럽네요!
274,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요서비스 감사합니다
275,맛2 / 양2 / 배달2 / 맛있어요  맛있어요 맛있어요
276,맛2 / 양2 / 배달2 / 맛있어요 맛있어요 맛있어요
277,맛2 / 양2 / 배달2 / 빠르게 받았고 맛있게 먹었습니다 감사합니다
278,맛2 / 양2 / 배달2 / 맛잇엇어용 최고에용
279,맛2 / 양2 / 배달2 / 감사합니다~~~~~
281,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있었어요~
282,맛2 / 양2 / 배달2 / 맛있어요 블루베리 스무디는 처음시켰어요새로운맛 도전했어요 핫도그진짜 맛있어요
283,맛2 / 양2 / 배달2 / 아샷추 좋아용~~
284,맛2 / 양2 / 배달2 / 🤭🤭🤭🤭🤭🤭
285,맛2 / 양2 / 배달2 / 식사대용으로 미숫가루 추천😍
286,맛2 / 양2 / 배달2 / 가성비 갑😍😍
287,맛2 / 양2 / 배달2 / 배달도 빠르고 주문한 음료와 와플 맛있게 먹었습니다. 서비스로 주신 과자 감사합니다.
288,맛2 / 양2 / 배달2 / 항상 만족스럽네요 또 주문할게요~
289,맛2 / 양2 / 배달2 / 오늘도 빠르게 도착했습니다. 평소보다 더 빨리요. 잘 먹었습니다
291,맛2 / 양2 / 배달2 / 양도 맛도 모유수유하는 아기엄마에게 디카페인 라떼는 사랑이예요🖤늘 맛있게먹고있어요🖤 감사합니다!!
292,맛2 / 양2 / 배달2 / 한번 시킬때 많이 시키고 쟁여서 먹으면 최고입니다 !
294,맛2 / 양2 / 배달2 / 배달 빠르고 항상 너무 맛있게 먹어요:) 민초스무디랑 크리미슈 진짜 맛있습니다~~!
295,맛2 / 양2 / 배달2 / 레모네이드 최고!!!
296,맛2 / 양2 / 배달2 / 포장튼튼하고 빠른배달 좋아요.
297,맛2 / 양2 / 배달2 / 지금 리뷰를 쓰네요. 아이스 한잔이랑 따뜻한 한잔을 시켜는데 둘다 아이스로 왔어요. 아무튼 잘 마시겠습니다.
