,new_review
62,"맛0 / 양0 / 배달2 / 정말 이가격에 이렇게 낮은 퀄라티로 팔면 곧... 에휴 토핑이며 치즈며 머하나 제대로된게 없네요. 고기가 점점으로 박혀있고, 치즈는 느낄수도 없고...간만에 친구들 놀러와서 맛없는거 먹게해서 너무 미얀했었네요."
63,맛0 / 양0 / 배달0 / 오바에요 토핑 없어요 아니 아무리 예시사진이라하더라도 갭차이가 너무 큰거 아닌가요?치즈도 거의없고 토핑도 너무부실해요 ㅋㅋㅋㅋㅋㅋㅋㅋ 돈아깝다는 생각이드네요… 배달은 1시간정도 걸렸고 기다린거에 비해 너무 에바였어요.. ㅎ 제가먹어본 피자중에 가장 토핑이 부실했습니다 다시는 안시킬거같네요….. ㅠ
64,맛2 / 양2 / 배달2 / 도미노피자는 머 믿고 먹는거죠~ㅎㅎ배달도 빠르고 잘 먹었습니다~^^
65,맛2 / 양2 / 배달2 / 맛있게 잘먹었습니다
66,맛2 / 양2 / 배달2 / 맛있네요 많이파세요
67,맛2 / 양2 / 배달2 / 맛있어요~잘먹었어요~
68,맛2 / 양2 / 배달2 / 잘 받았습니다. 다른곳은 피자시키면 서비스로 콜라 작은거 1개씩 주던데 여기는 없네요. 아무튼 잘 먹겠습니다.
69,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다
70,맛2 / 양2 / 배달2 / 배달도 빠르고 잘 먹었습니당!
71,맛2 / 양2 / 배달2 / 맛나게 먹럿어요...
72,맛0 / 양0 / 배달1 / 피자에.. 치즈가 이게 뭔가요..사진 하단부분보면 치즈가 없어서 빵부분이 그냥 보이는 피자가 왔어요페퍼로니피자부분이 제일 심했는데 도미노 자주시켜먹는데 이런경우는 처음이네요
73,맛2 / 양2 / 배달2 / 항상 잘먹고 있습니다~
74,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있게 먹었습니다.
75,맛0 / 양0 / 배달0 / 엣지가 많이 그을려서  탄냄새 너무납니다
76,맛2 / 양2 / 배달2 / 오랜만에 먹었는데 피자는 역시 도미노
77,맛1 / 양1 / 배달1 / 도미노피자 맛있어요.
78,맛0 / 양1 / 배달2 / 피자에 치즈가 없어요 배달은 빨리왔어요
79,맛0 / 양0 / 배달1 / 사진에서 보시다싶이 오늘은 고기가 반의 반의 반도 안왔네요...그냥 쉬림프 피자입니다..고기쪼가리만 있어요
80,맛0 / 양0 / 배달0 / 배달 두시간 반 걸림 ㅋㅋㅋㅋ 늦을꺼면 주문을 받질 마세요 ㅠㅠ
81,맛2 / 양2 / 배달2 / 4ㅎ소ㅠ슛소슈슈 헐 슈ㅛㅠ
82,맛2 / 양2 / 배달2 / 맛있게 먹었습니다!
83,맛2 / 양2 / 배달2 / 배달이 너무 빨라서 놀랐어요 잘먹었습니다 ㅎㅎ
84,맛2 / 양2 / 배달2 / 피자의 근본!!! 너무 맛있게 잘먹었습니다
85,맛2 / 양2 / 배달2 / 덕분에 홈파티 맛있게 했습니다~~
86,맛2 / 양2 / 배달2 / 맛있다 냠냠냠냠냠냠
88,맛2 / 양2 / 배달2 / 잘먹었습니다ㅎ맛있네요.
89,맛1 / 양2 / 배달1 / 솔직히 맛없는건 아니지만 슈퍼슈프림보다 비싼가격에 퀄리티는 슈퍼슈프림보다 떨어져요. 게다가 치즈가 강점인 피자같은데 배달이 늦고 식어서 오니 별로였어요.
90,"맛2 / 양2 / 배달2 / 도미노 포테이토는 처음 시켜봤는데, 맛있게 잘 먹었습니다."
91,맛2 / 양2 / 배달2 / 아주친절하고 맛있어요
92,맛2 / 양2 / 배달2 / 맛잇게 잘먹얶어요~
93,맛1 / 양2 / 배달2 / 생각보다 맛있진 않아요.배달은 빨라요.
94,맛2 / 양1 / 배달2 / 담백한스타일의 피자좋아하시면강추! 토핑푸짐하고 배달빨라요
95,맛2 / 양2 / 배달2 / 도우맛있습니다치즈가 적습니다담에는 포테이터보다 슈퍼슈프림 씬으로 시켜먹을래여
96,맛0 / 양2 / 배달2 / 토마토소스 맛이 1도 안나요 싱거워요
97,맛1 / 양1 / 배달1 / 할인받아서 맛있게 먹었어요
98,맛2 / 양2 / 배달2 / 피자덕은 언제나 피자를 먹는다
99,맛1 / 양2 / 배달2 / 배달 빨라요 맛은 생각보다 ..  미트류는 맛있어요
100,맛2 / 양2 / 배달2 / 정말 순식간에 배달이 와서 너무 맛있게 먹었습니다 앞으로 지주 애용할게요!!
101,맛2 / 양2 / 배달2 / 아~~제가  피자를 잘못 초이스 했어요  늘 먹던걸 먹었어야는데  배송은 겁나 빠름니다
102,맛2 / 양2 / 배달2 / 잘먹었습니다아아아아
103,맛2 / 양2 / 배달2 / 맛있어요 다시먹고 싶어요
104,맛2 / 양2 / 배달2 / 배달 빠르고 맛있게 먹었어요
105,맛2 / 양1 / 배달2 / 아무리 씬이라지만 양이 좀 적은거같습니다.
106,맛2 / 양2 / 배달1 / 맛있게 먹었습니다~~
107,맛1 / 양1 / 배달2 / 시간이 조금걸리지만 맛에만족합니다.
108,맛1 / 양1 / 배달1 / 배달 빨라서 따뜻하게 잘 먹었습니다 ㅎㅎ
109,맛2 / 양1 / 배달1 / 맛도 괜찮고 쏘쏘합니다. 2인이상 드시는분들은 라지사이즈가 나을것 같습니다.
110,맛2 / 양2 / 배달2 / 깔끔하게 맛있었어요!
111,맛2 / 양2 / 배달2 / 순삭이네요~~맛있게 잘먹었습니다^^
112,맛2 / 양2 / 배달2 / 배송도 빠르고 맛있어요
113,맛2 / 양2 / 배달2 / 피자는 역시 도미노가 짱이네요!
114,맛2 / 양2 / 배달2 / 맛있어용
115,맛1 / 양1 / 배달0 / 아무리 기다려도 안 오길래 전화해봤더니 옆집으로 잘못 배달. 하지만 곧 새 피자로 배달해 줬어요.
116,맛1 / 양1 / 배달1 / 맛있게 질먹었습니다.
117,"맛2 / 양1 / 배달2 / 도미노피자는 명불허전이죠. 항상 시킬때마다 맛있게 먹습니다.양이 조금 적은건 어쩔수없지만, 그래도 맛이 있어서 기분좋게 먹네요 :)"
118,맛2 / 양2 / 배달2 / 언제 먹어도 맛있네요 ~
119,맛2 / 양2 / 배달2 / 잘 먹었습니다. 빠르네요 배달
120,맛1 / 양1 / 배달1 / 맛은 생각보다 쏘쏘해요
121,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있게 잘 먹었어요
122,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있었어요!
123,맛2 / 양2 / 배달0 / 피자는 항상맛있지만피자배달해주실때 직접수령보다 부닥에 두고 가는요즘 비닐에 넣어서 배달해주셨으면합니다.박스채 바닥에 있으니조금.ㅜㅜ
126,맛2 / 양2 / 배달2 / 포테토피자 제일조아~ 갈릭디핑소스도 조아~
127,맛2 / 양2 / 배달2 / 굿굿 매우 맛있는 포테이토 였숩니다
128,맛2 / 양2 / 배달2 / 너무 너무 나무 맛있어요 ㅜㅜ
129,맛2 / 양2 / 배달2 / 블랙타이거 슈림프 줄여서 블타슈 불조심하세요
130,"맛1 / 양1 / 배달0 / 짜댜, .. ......"
131,"맛2 / 양2 / 배달2 / 처음에 89분으로 떠서 너무 늦을까봐 걱정했는데, 배달 일찍 왔어요. 불고기피자 페퍼로니피자 고구마피자 모두 맛있다고 하셨습니다~"
132,맛2 / 양2 / 배달2 / 배달이 오래걸리긴 했는데요맛있어요
133,맛0 / 양0 / 배달1 / 너무 심했습니다. 토핑이 거의 없네요. 아무리 할인한다지만...
134,맛2 / 양2 / 배달2 / 맛있게 잘 먹었습니다!!
135,맛2 / 양2 / 배달2 / 역시  도미노 포테이토 피자 맛있어요 ㅎ
136,맛1 / 양1 / 배달1 / 나폴리도우 맛있어요.
137,맛2 / 양2 / 배달2 / 씬  포테이토는 진리입니다!
138,맛2 / 양2 / 배달2 / 이 피자먹고 내 마음이 블탓슈 근데 치즈가 굳엇슈
139,맛2 / 양2 / 배달2 / 씬도우 맛있어요^^
140,맛2 / 양2 / 배달2 / 또 먹을거에요 오랜만에 먹으니 맛있네요 엄청
141,맛2 / 양2 / 배달2 / 사진은 못찍었네요~도미노 피자 항상 포장 해먹는  가게인데  오늘두 맛있게 잘먹었습니다
142,맛2 / 양2 / 배달2 / 너무 맛있는 도미노 피자..!
143,맛0 / 양0 / 배달1 / 블랙쉬림프피자 시켜먹었는데 불고기가 진짜 거의 없었어요..후기 보니까 저와 같은 경험 하신 분 있는 거 같은데.. 그래도 조각당 불고기가 조금씩은 있길 바랍니다.
144,맛2 / 양2 / 배달2 / 빠른 배송에 다양한 맛의 피자까지!!추천합니다~
145,맛2 / 양2 / 배달2 / 피자가 빨리와서 그런지 더 맛있었어요
146,맛1 / 양2 / 배달2 / 역시 피자에 만두는..저는 다른피자 시켜먹을래욬ㅋㅋ
147,맛2 / 양2 / 배달2 / 대박 맛있어요 늘 최고인 도미노 피자 특히 쉬림프 피자가 젤 맛있었어요 ❤️❤️
148,맛2 / 양2 / 배달2 / 맛있어요!!!!!!
149,맛2 / 양2 / 배달2 / 말이 필요없는 도미노죠
150,맛2 / 양2 / 배달2 / 늘 맛있어욤 역시 도미노!
151,맛2 / 양2 / 배달2 / 피자너무 맛있게 잘 먹었어용
152,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요
153,맛2 / 양2 / 배달2 / 호캉스하면서핏자는 필요하다며 도미노 시켯는데 역시도미노는 실망시키지않아요 존맛탱 피자는 무적권 도미노!!
154,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있었어요 ㅎㅎ주문할 때 재료옵션이 추가안되는것 빼곤 좋습니다.
155,맛2 / 양1 / 배달2 / 여러가지 맛을 한번에 볼수 있어 좋았습니다.맛도 깔끔
156,맛1 / 양1 / 배달1 / 배달도 빠르고 피자도 아주 만족합니다
157,맛2 / 양2 / 배달2 / 피자는 도미노!!!!!!!
159,맛1 / 양1 / 배달1 / 신속하고 맛있었어요
160,맛0 / 양0 / 배달2 / 이렇게 맛없는 도미노는 첨이네요 토마토소스가 원래 안들어가는건지 한방울도 없어서 식감은 뻑뻑하고 치즈도 얇게 펴발라서 치즈맛도 안나고 허접하기 짝이없네요
161,맛2 / 양2 / 배달2 / 그냥... 피자맛
162,맛0 / 양0 / 배달1 / 도미노피자 다른 지점에서 많이  먹었는데 여기만큼 토핑 부실한 곳은 한 곳도 없었어요..피자x쿨의 값어치만큼 토핑쓰네요 다른 사이트에서 악평밖에 없길래 얼마나 심한가 했더니 진짜 심하네요 할인을 해서 할인한만큼 토핑을 덜 썼는진 모르겠지만 할인받은 가격으로도 안사먹을거임
163,"맛1 / 양2 / 배달2 / 새우가 탱글하니 맛있게 잘 먹었습니다. 다만, 한번은 너무 큰 고기힘줄 때문에 씹히지 않아 중간에 뱉었습니다...ㅠ"
164,맛2 / 양2 / 배달2 / 맛일어욯ㅎㅎㅎㅎㅎㅎ
166,맛2 / 양2 / 배달1 / 피자넘맛있어요 아쉬운점은요 배달시간 조금늦네요
167,"맛2 / 양2 / 배달2 / 엄마,큰언니네집으로 서프라이즈로 선물배달해서사진이없어요~~맛있게 먹었다고 다들 연락와서기분 좋았어요!!!"
168,맛2 / 양2 / 배달2 / 도미노피자는 믿고먹지
169,맛2 / 양2 / 배달2 / ㄸㄸㄸㄸㄸㄸㄲㄲㄲㄲㄲㄲ
170,맛2 / 양2 / 배달2 / 감사합니다 감사합니다
171,맛2 / 양2 / 배달2 / 따뜻하게 배달 받았어요
172,맛2 / 양2 / 배달2 / 맛있게 먹었어요.
173,맛2 / 양2 / 배달2 / 고구마 피자 심심할뻔 했는데 소스를 많이주셔서 맛있게 먹었습니다. 배달기사님도 친절하세요.~~
174,맛2 / 양2 / 배달2 / 잘 왓습니다 많이 파세요
175,"맛2 / 양2 / 배달2 / 9천원 할인하는 날이라 오래걸릴줄 알았는데  55분 만에 받았고요, 다른 브랜드 피자 먹느라 도미노 뜸했는데 배송비 2천원이 추가 결제해야되네요."
176,맛2 / 양2 / 배달2 / 믿고먹는도미노피장~~
177,맛2 / 양2 / 배달2 / 맛있어요 같이 먹었어요 배부르게 먹었어요 맛있어요 감사합니다
179,맛2 / 양2 / 배달2 / Very delicious
180,맛2 / 양2 / 배달2 / 무난하게 맛있어요 베이컨 포테이토는 진리
181,맛2 / 양2 / 배달2 / 짱 또 시킬거예요 피자는 역시 클래식
182,맛2 / 양1 / 배달2 / 배달빠르고 맛있어요
183,맛2 / 양2 / 배달2 / 잘 먹었습니다. 역시 도미노피자!! 굳굳
184,맛2 / 양2 / 배달2 / 고구마피자 맛 있어요.
185,맛2 / 양2 / 배달2 / 아이가 치즈 피자가 먹고 싶다고 해서 주문했어요.음~ 역시 맛있어요. 비오는 날 배달인데.. 따뜻하게 빠르게 배달해 주셔서 감사합니다.
186,맛2 / 양2 / 배달2 / 배달도 예상시간보다 빨랐고 따끈하게와서 맛있었어요
187,맛2 / 양2 / 배달2 / 나쁘지않아연ㄴ 굿굿굿굿굿
190,맛2 / 양2 / 배달2 / 완전 맛있어요!! 배달도 빠르고요!!!
191,맛1 / 양1 / 배달1 / 음료 서비스 없네요;;;;;
192,맛2 / 양2 / 배달1 / 감사히 잘먹었습니다 ㅎㅎ
193,맛2 / 양1 / 배달2 / 배달도 빠르고 맛있어요
194,맛1 / 양1 / 배달1 / 생각보다 배달이 빨라서 놀랐어요
195,맛2 / 양2 / 배달2 / 3층으로 배달이 어려우셨을텐데 잘 가져다 주셔서 너므.감사드립니다.좋은 하루되세요
196,맛2 / 양2 / 배달2 / 맛있었습니다 배달도 엄청 빨랐어요!
197,맛2 / 양2 / 배달2 / 잘먹었습니다! 배달 딱 제시간에 왔어요
198,맛2 / 양2 / 배달2 / 몇번주문해본 곳인데 배달빠르고맛있어요
199,맛2 / 양2 / 배달2 / #식후감취향존중리얼불고기 피자는 크게 호불호없는 메뉴이자 맛도 괜찮아서 자주 주문하게 되네요~
200,맛2 / 양2 / 배달2 / #식후감프로모션중이라 걱정했는데 배달도 피자상태도 괜찮네요~ 고맙습니다.
201,맛2 / 양2 / 배달2 / 사무실로 주문했는데 주문 확인전화도 꼼꼼하게 챙겨서 연락해주고 시간 맞춰서 잘 배달되서 맛있게 잘 먹었습니다.
202,맛2 / 양2 / 배달2 / 맛잇게잘먹었습니다
203,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요.
204,맛1 / 양1 / 배달1 / 여억시 도미노!!!!!!!!!
205,맛1 / 양2 / 배달2 / 음... 치즈가 플레인 한편이네요... 닭볶아서 케첩이랑 토핑따로 올려 먹었네요. 외국 치즈피자처럼 짜지는 않아서 좋은듯해요
207,맛2 / 양2 / 배달2 / 도미노 피자 역시 맛있어용~
208,맛2 / 양2 / 배달2 / 맛있어요 할인받아서 저렴하게 먹었어요
209,맛1 / 양1 / 배달1 / 치킨 두개시켰는데 하나에 같이온듯.
210,맛2 / 양2 / 배달2 / 넘 맛있게 먹었어요!
211,맛2 / 양2 / 배달2 / 싸게 잘 먹었네요…….
212,맛1 / 양1 / 배달2 / 잘먹었습니다 ㄱㅅㄱㅅㄱㅅ
214,맛2 / 양2 / 배달2 / 최고에요맛있습니다.
215,맛1 / 양1 / 배달1 / 스파게티는 무난했고 라이스볼은 제취향은 아니네여
216,맛2 / 양2 / 배달2 / 빠르고 맛있는 피자 잘먹었습니다.
217,맛0 / 양0 / 배달0 / 이렇게 맛없는피자는처음이네요할인받아도 저가격에 다른데시키겟습니다치즈도 정량이 아닌듯 많이적고 빵도 숙성이 안됏는지 엄청 질겨요턱이 아플정도입니다
218,맛1 / 양1 / 배달2 / 이벤트 기간임에도 빠른 배달 감사합니다.그간 제가 경험한 도미노피자랑은 질이 다른 느낌이라 아쉽습니다. 토핑으로 브로콜리랑 양파 하나 올라간것도 있는데..이건 뭔지..당황스럽습니다.. 이벤트 기간이라 바쁘셨겠거니 생각하고 넘깁니다.
219,맛1 / 양1 / 배달2 / 열어보고 잘못주문한지 알았어요.. 하하..생각했던것 보다 별로였어요 ㅜㅜ 뒷부분 트러플 치즈쪽은 맛있어요.
220,맛2 / 양2 / 배달2 / 맛있게 잘 먹었어요 일찍와서 뜨끈뜨끈했어요
221,맛2 / 양2 / 배달2 / 매워서 좋았어요. 간만에 먹어보는 매운 피자
222,맛2 / 양2 / 배달2 / 숟굳굳숟맛이서옇ㅎㅎ
223,맛2 / 양2 / 배달2 / 맛잇게잘먹엇습니다
224,맛2 / 양2 / 배달2 / 이벤트라 혹시 맛이 별로일까 걱정했는데 기우였네요! 맛있게 잘 먹었습니다!
225,맛0 / 양0 / 배달0 / 이게 3만원짜리의 양과 질이라는게 믿기지가 않음;;토핑 아주 빈약하고 스몰 같은 라지임ㅋㅋ
227,맛1 / 양1 / 배달2 / 맛은 괜찮은데 토핑이 아쉽네요
228,맛2 / 양2 / 배달2 / 배달이 빨리왔어요짜지않아서 좋았어요
229,맛2 / 양0 / 배달2 / 크기 너무 작아요 ㅠㅠㅠ
230,맛2 / 양2 / 배달2 / 이벤트 중이어서 주문을 한번 해 보았습니다 맛있습니다 ^^
231,맛1 / 양0 / 배달2 / 나폴리 도우로 먹어봤어요
232,맛2 / 양2 / 배달2 / 정말 맛있게 잘 먹었습니다ㅎㅎ 한판 뚝딱
233,맛2 / 양2 / 배달2 / 맛ㅆ웅ㅎㅇ 맛있우오
234,맛2 / 양2 / 배달2 / 맛있게 잘먹었아용 ㅎ
235,맛2 / 양2 / 배달2 / 잘먹었어요잊을만할때시텨먹으면 색다른맛이라 갠춘
236,맛2 / 양2 / 배달2 / 믿고 먹는 도미노 맛있게 잘먹었습니다 근데 도미노는 역시 나폴리 도우가 더 맛있을듯해요
237,맛2 / 양2 / 배달2 / 배달도 빠르고 맛있어요
238,맛2 / 양2 / 배달2 / 배달도 빠르고 맛도 아주 좋습니다.
239,맛2 / 양2 / 배달2 / 좋아요 따뜻하게 잘 먹었어요 감사합니다
240,맛2 / 양2 / 배달2 / 오랜만에 먹었는데 역시 맛있네요
241,맛2 / 양2 / 배달2 / 대박샷건 도미노 왜이리 맛잇어
242,맛2 / 양2 / 배달2 / 맛있게 먹었습니다.
243,맛2 / 양2 / 배달2 / 잘먹었습니다다다^^
244,맛2 / 양2 / 배달2 / 페페로니 피자 너무 맛있어요♡
245,맛2 / 양2 / 배달2 / 맛있고 배달도 빠릅니다
246,맛2 / 양2 / 배달2 / 도미노 피자가 최고
247,맛1 / 양1 / 배달2 / 배달빨라서 조아요~~
248,맛2 / 양2 / 배달2 / 맛있어요. 다음에 이용할게요
249,맛2 / 양2 / 배달2 / 역시 도미노! 피자중에 최고죠
250,맛2 / 양2 / 배달2 / 행사해서 저렴히 구매하니 조음
251,맛2 / 양1 / 배달2 / 맛있게 배달해주셔서 감사합니다.
252,맛0 / 양0 / 배달2 / 도미노피자. 그냥 그랬어요.
253,맛1 / 양1 / 배달1 / 이벤트로 싸게 먹었습니다.그런데 첫 조각에 이런 이물질 나와서 당혹했네요. 매 조각마다 혹시나 하면서 먹었는데 다행히 나머지는 문제 없었네요.
254,맛2 / 양1 / 배달1 / 나폴리 도우 처음 먹어봣는데 아주 나이스 합니다~
255,맛2 / 양2 / 배달2 / 맛있어요 잘먹었어요!!!
256,맛2 / 양2 / 배달2 / 배달도 빠르고 맛나요감사합니다
257,맛1 / 양1 / 배달0 / 배달 115분만에 도착.
258,맛2 / 양2 / 배달1 / 맛있어용^^^~~~~~~
259,맛0 / 양1 / 배달1 / 이벤트라 싸게 먹었어요 구성도 쏘쏘하고할인되어 가성비가 좋은편이였지만자꾸 드는생각은 제가 알던 도미노가 맞는지? 약간의 의구심이 드네요 뭔가 빈약하고 부족한느낌제머릿속엔 진찐피자=도미노 였는데부등호가 깨지는 느낌이 조금 드네요아무튼 솔직한 느낌을 적습니다배달은 이벤트기간 감안하면 쏘쏘한편뜨겁게 배달 잘 해주셨구요그럼이만~
260,맛1 / 양2 / 배달2 / 도미노는 역시 포테이토
261,맛0 / 양1 / 배달2 / 도미노피자가 조금 건강한 맛으로 먹는곳인가요?토핑은 너무 적고 맛은 너무 싱거워요..감자랑 밀가루빵먹는거 같은 느낌..왠만하면 리뷰도 안남기는데 모든면에서 별로여서 남겨요.
262,맛2 / 양2 / 배달2 / 이야~~~ 맛있게 잘 먹었어요.
264,맛1 / 양1 / 배달2 / ㅋㅋ압도적인 토핑의 양은 너무 허위광고 아니냐 그냥 우리가아는 피자임 그림판에 피자그려보세요 하면 대부분이 그리는 그 피자
265,맛1 / 양1 / 배달1 / 맛있게 잘 먹었습니다
266,맛2 / 양2 / 배달2 / 믿고 먹는 도미노 포테이토 마싯음
267,맛2 / 양2 / 배달2 / 맛있어요!!! 또목오여딩!!!!!!!
268,맛2 / 양2 / 배달2 / 잘먹었습니다.. 많이파세요
269,맛2 / 양2 / 배달1 / 맛나게 잘먹었어요^^
270,맛2 / 양2 / 배달2 / 배달빠르고 좋아요~~~~
